id,label,description,type
Q312271,President of Moldova,position,cabinet
Q1769526,Prime Minister of Moldova,"",cabinet
Q24576259,Minister of the Economy,Economy minister of Moldova,cabinet
Q2641738,Governor of Gagauzia,,cabinet
Q18390049,Member of the parliament of Moldova,"",self
Q4376680,President of the Moldovan Parliament,"",self
