parlparse_id,facebook
uk.org.publicwhip/person/25391,http://www.facebook.com/RichardBurgonForEastLeeds
uk.org.publicwhip/person/24903,http://www.facebook.com/draxmp2017
uk.org.publicwhip/person/24787,http://www.facebook.com/RichardFullerBedford
uk.org.publicwhip/person/24921,http://www.facebook.com/richard4gloucester
uk.org.publicwhip/person/24954,http://www.facebook.com/RichardHarringtonWatford
uk.org.publicwhip/person/25428,http://www.facebook.com/rishisunak
uk.org.publicwhip/person/11843,http://www.facebook.com/RobFlelloStokeSouth
uk.org.publicwhip/person/11773,http://www.facebook.com/RobWilsonRDG
uk.org.publicwhip/person/24843,http://www.facebook.com/robertbucklandmp
uk.org.publicwhip/person/24784,http://www.facebook.com/RobertHalfon
uk.org.publicwhip/person/25227,http://www.facebook.com/RobertJenrickNewark
uk.org.publicwhip/person/11558,http://www.facebook.com/robertablackmanwoodsmp
uk.org.publicwhip/person/24862,http://www.facebook.com/Walker4Worcester
uk.org.publicwhip/person/10217,http://www.facebook.com/north.thanet.roger.gale
uk.org.publicwhip/person/10231,http://www.facebook.com/rogergodsiff
uk.org.publicwhip/person/25286,http://www.facebook.com/roger.mullin1
uk.org.publicwhip/person/25288,http://www.facebook.com/RonnieCowanSNP
uk.org.publicwhip/person/24964,http://www.facebook.com/RoryStewartPenrith
uk.org.publicwhip/person/11667,http://www.facebook.com/Rosie4WestLancs
uk.org.publicwhip/person/10648,http://www.facebook.com/DoncasterLabour
uk.org.publicwhip/person/25345,http://www.facebook.com/roystonsmithsoton
uk.org.publicwhip/person/25284,http://www.facebook.com/rupa4labour
uk.org.publicwhip/person/24958,http://www.facebook.com/pages/Rushanara-Ali/37684209618
uk.org.publicwhip/person/25343,http://www.facebook.com/RuthCadburywin2017
uk.org.publicwhip/person/25435,http://www.facebook.com/ruthsmeethmp
uk.org.publicwhip/person/24854,http://www.facebook.com/sajidjavidbromsgrove
uk.org.publicwhip/person/24789,http://www.facebook.com/GyimahforEastSurrey
uk.org.publicwhip/person/25168,http://www.facebook.com/sarahforrotherham
uk.org.publicwhip/person/24948,http://www.facebook.com/SarahNewtonTandF
uk.org.publicwhip/person/24761,http://www.facebook.com/drsarahwollaston
uk.org.publicwhip/person/25383,http://www.facebook.com/TherightMANNforNorthCornwall
uk.org.publicwhip/person/25389,http://www.facebook.com/seema.kennedy.conservative
uk.org.publicwhip/person/25150,http://www.facebook.com/SeemaMalhotraMP
uk.org.publicwhip/person/11592,http://www.facebook.com/Sharon.Hodgson.MP
uk.org.publicwhip/person/24875,http://www.facebook.com/sheryllmurrayuk
uk.org.publicwhip/person/24808,http://www.facebook.com/SimonDanczuk
uk.org.publicwhip/person/24813,http://www.facebook.com/simon.hart.737
uk.org.publicwhip/person/25427,http://www.facebook.com/simonhoarenorthdorset
uk.org.publicwhip/person/10298,http://www.facebook.com/bermondseysimon
uk.org.publicwhip/person/24900,http://www.facebook.com/kirbys
uk.org.publicwhip/person/10381,http://www.facebook.com/SiobhainMcDonagh1
uk.org.publicwhip/person/24949,http://www.facebook.com/stellacreasy
uk.org.publicwhip/person/24916,http://www.facebook.com/stevebarclayofficial
uk.org.publicwhip/person/11768,http://www.facebook.com/StephenCrabbPembs
uk.org.publicwhip/person/25166,http://www.facebook.com/StephenDoughtyMP
uk.org.publicwhip/person/25324,http://www.facebook.com/StephenGethinsSNP
uk.org.publicwhip/person/11927,http://www.facebook.com/stephenhammond.net
uk.org.publicwhip/person/25297,http://www.facebook.com/StephenKinnock
uk.org.publicwhip/person/24754,http://www.facebook.com/StephenLloydEBN
uk.org.publicwhip/person/24888,http://www.facebook.com/StephenMcPartland
uk.org.publicwhip/person/10596,http://www.facebook.com/stephenctimms
uk.org.publicwhip/person/10611,http://www.facebook.com/stephen.twigg.31
uk.org.publicwhip/person/11458,http://www.facebook.com/stephen.williams.mp
uk.org.publicwhip/person/25410,http://www.facebook.com/stevedouble2015
uk.org.publicwhip/person/10377,http://www.facebook.com/stevemccabemp
uk.org.publicwhip/person/25170,http://www.facebook.com/stevereedmp
uk.org.publicwhip/person/25296,http://www.facebook.com/StevenPatersonSNP
uk.org.publicwhip/person/25126,http://www.facebook.com/scdickson
uk.org.publicwhip/person/11973,http://www.facebook.com/StewartHosieSNP
uk.org.publicwhip/person/25322,http://www.facebook.com/StewartMcDonaldSNP
uk.org.publicwhip/person/24864,http://www.facebook.com/StuartAndrewPudsey
uk.org.publicwhip/person/25425,http://www.facebook.com/StuartDonaldsonSNP
uk.org.publicwhip/person/25301,http://www.facebook.com/pages/Stuart-McDonald-For-Cumbernauld-Kilsyth-Kirkintilloch-East/981195631909269
uk.org.publicwhip/person/25358,http://www.facebook.com/LabourSueHayman
uk.org.publicwhip/person/25272,http://www.facebook.com/SuellaFernandesOfficial
uk.org.publicwhip/person/24720,http://www.facebook.com/susan4clwydsouth
uk.org.publicwhip/person/10958,http://www.facebook.com/northdownmp
uk.org.publicwhip/person/24956,http://www.facebook.com/TeresaPearce2017
uk.org.publicwhip/person/25402,http://www.facebook.com/debbonaire
uk.org.publicwhip/person/10426,http://www.facebook.com/TheresaMayOfficial
uk.org.publicwhip/person/11500,http://www.facebook.com/theresavillierscb
uk.org.publicwhip/person/24771,http://www.facebook.com/ThereseCoffey
uk.org.publicwhip/person/25374,http://www.facebook.com/thomas.tugendhat
uk.org.publicwhip/person/11923,http://www.facebook.com/timfarronmp
uk.org.publicwhip/person/10371,http://www.facebook.com/TimLoughtonEWAS
uk.org.publicwhip/person/11437,http://www.facebook.com/TobiasEllwood
uk.org.publicwhip/person/24845,http://www.facebook.com/TobyPerkins4Chesterfield
uk.org.publicwhip/person/10063,http://www.facebook.com/brake
uk.org.publicwhip/person/25387,http://www.facebook.com/TomPursgloveOfficial
uk.org.publicwhip/person/11309,http://www.facebook.com/tom.watson.uk
uk.org.publicwhip/person/25341,http://www.facebook.com/TommySheppardSNP
uk.org.publicwhip/person/10367,http://www.facebook.com/TonyLloydMP
uk.org.publicwhip/person/24871,http://www.facebook.com/TraceyCrouch2015
uk.org.publicwhip/person/25344,http://www.facebook.com/tulipsiddiq
uk.org.publicwhip/person/24852,http://www.facebook.com/ValerieVazMP
uk.org.publicwhip/person/10121,http://www.facebook.com/VernonCoaker
uk.org.publicwhip/person/25380,http://www.facebook.com/VickyFoxcroftLabour
uk.org.publicwhip/person/25424,http://www.facebook.com/VictoriaAtkinsOfficial
uk.org.publicwhip/person/25420,http://www.facebook.com/victoriaprentis
uk.org.publicwhip/person/10084,http://www.facebook.com/VinceCableForTwickenham
uk.org.publicwhip/person/13934,http://www.facebook.com/virendrasharmamp
uk.org.publicwhip/person/10842,http://www.facebook.com/Wayne-David-for-Caerphilly-269724690159468
uk.org.publicwhip/person/25342,http://www.facebook.com/morton.wendy
uk.org.publicwhip/person/25403,http://www.facebook.com/willquincecolchester
uk.org.publicwhip/person/24775,http://www.facebook.com/yasminqureshiuk
uk.org.publicwhip/person/10131,http://www.facebook.com/YvetteCooperMP
uk.org.publicwhip/person/24805,http://www.facebook.com/YvonneFovargue4Makerfield
uk.org.publicwhip/person/24911,http://www.facebook.com/ZacGoldsmith
