id,name,position,start_date,end_date,type
8557603c-5210-4309-b135-ecbb44b32a88,Regina IP LAU Suk-yee,Secretary for Security,1998-08-01,2003-07-16,cabinet
8557603c-5210-4309-b135-ecbb44b32a88,Regina IP LAU Suk-yee,Secretary for Security,1998-08-31,2003-07-25,cabinet
