id,name,sort_name,email,twitter,facebook,group,group_id,area_id,area,chamber,term,start_date,end_date,image,gender,wikidata
4e20b542-250c-4e46-b83f-f1da0913a95f,Adalbert Hudak,Hudak!,,,,CSU,csu,area/bayern,Bayern,Bundestag,5,,,,male,Q347391
a2a9b185-e101-4a1a-bebb-a0ab850fa5bf,Adolf Arndt,"Arndt, Adolf!",,,,SPD,spd,area/nordrhein-westfalen,Nordrhein-Westfalen,Bundestag,5,,,,male,Q90819
129605cb-4ce8-412a-a152-e22c21263730,Adolf Feuring,Feuring!,,,,SPD,spd,area/nordrhein-westfalen,Nordrhein-Westfalen,Bundestag,5,1967-01-02,,,male,Q361531
8be7bb9c-ad9e-4e3c-88ce-a067509c07ec,Adolf Mauk,Mauk!,,,,FDP,fdp,area/baden-württemberg,Baden-Württemberg,Bundestag,5,,,,male,Q363351
c371060d-ced3-4dc6-bf0e-48acd83f8d1d,Adolf Müller,"Muller, Adolf!",,,,CDU,cdu,area/nordrhein-westfalen,Nordrhein-Westfalen,Bundestag,5,,,"https://upload.wikimedia.org/wikipedia/commons/a/ab/Bundesarchiv_B_145_Bild-F054632-0019,_Ludwigshafen,_CDU-Bundesparteitag.jpg",male,Q363453
41cf84b8-a02e-42f1-a70a-c0a613e6c8ad,Adolf Müller-Emmert,Mulleremmert!,,,,SPD,spd,area/rheinland-pfalz,Rheinland-Pfalz,Bundestag,5,,,,male,Q363451
c2726cc5-0ba4-426a-bcad-ac963e669aee,Adolf Süsterhenn,Susterhenn!,,,,CDU,cdu,area/rheinland-pfalz,Rheinland-Pfalz,Bundestag,5,,,"https://upload.wikimedia.org/wikipedia/commons/1/12/Bundesarchiv_Bild_183-2008-0505-500,_Adolf_Süsterhenn.jpg",male,Q364351
b06095df-0746-4707-a0bf-0c582e871c1e,Aenne Brauksiepe,Brauksiepe!,,,,CDU,cdu,area/nordrhein-westfalen,Nordrhein-Westfalen,Bundestag,5,,,"https://upload.wikimedia.org/wikipedia/commons/c/c0/Bundesarchiv_B_145_Bild-F029560-0027,_Essen,_CDU-Bundestagswahlkongress,_Brauksiepe.jpg",female,Q272663
e15d4879-2e79-4270-a3cf-939effa45c02,Agnes Katharina Maxsein,Maxsein!,,,,CDU,cdu,area/berlin,Berlin,Bundestag,5,,,,female,Q394563
90d0a0c6-a2ab-4553-8b78-b105946b750d,Albert Burger,Burger!,,,,CDU,cdu,area/baden-württemberg,Baden-Württemberg,Bundestag,5,,,"https://upload.wikimedia.org/wikipedia/commons/4/4d/KAS-Burger,_Albert-Bild-14590-1.jpg",male,Q1372487
9269b3f8-0475-446f-ab33-b228f48253c1,Albert Leicht,Leicht!,,,,CDU,cdu,area/rheinland-pfalz,Rheinland-Pfalz,Bundestag,5,,,"https://upload.wikimedia.org/wikipedia/commons/9/95/KAS-Leicht,_Albert-Bild-2549-1.jpg",male,Q1584525
4bf69c77-1262-4d3f-8f47-fd1cb3b6e7ad,Albert Tönjes,Tonjes!,,,,SPD,spd,area/nordrhein-westfalen,Nordrhein-Westfalen,Bundestag,5,,,,male,Q2638929
2cc196f9-3530-4fe2-ac61-c115fc3f5b8f,Albrecht Haas,Haas!,,,,FDP,fdp,area/bayern,Bayern,Bundestag,5,,,,male,Q2639810
d7b509ee-1b3a-435a-9b4f-1a8d130ddefa,Albrecht Schlee,Schlee!,,,,CSU,csu,area/bayern,Bayern,Bundestag,5,,,,male,Q2639952
66ce1718-3e3a-4446-95c7-d6e3ee8f697e,Alex Hösl,Hosl!,,,,CSU,csu,area/bayern,Bayern,Bundestag,5,,,,male,Q1525110
964b7b5a-63f2-49e0-bb53-ee76dfac37cc,Alex Möller,"Möller, Alex",,,,SPD,spd,area/baden-württemberg,Baden-Württemberg,Bundestag,5,,,"https://upload.wikimedia.org/wikipedia/commons/c/c5/Bundesarchiv_B_145_Bild-F039419-0010,_Hannover,_SPD-Bundesparteitag,_Möller.jpg",male,Q76293
50e6cd27-5b15-48c2-8309-529d4548507c,Alexander Elbrächter,Elbrachter!,,,,CDU,cdu,area/niedersachsen,Niedersachsen,Bundestag,5,,,,male,Q2642019
aa60d456-7c03-4661-9eb4-3ff4104a6050,Alexander Menne,Menne!,,,,FDP,fdp,area/hessen,Hessen,Bundestag,5,,,,male,Q1700284
4b05f55e-29b3-4343-9d7f-3a7a9ddb29c1,Alfons Bayerl,Bayerl!,,,,SPD,spd,area/bayern,Bayern,Bundestag,5,1967-10-27,,,male,Q2644315
ed7cb569-bd89-49f0-a2b9-1dd8361f625c,Alfred Burgemeister,Burgemeister!,,,,CDU,cdu,area/niedersachsen,Niedersachsen,Bundestag,5,,,"https://upload.wikimedia.org/wikipedia/commons/1/15/KAS-Burgemeister,_Alfred-Bild-3002-2.jpg",male,Q2644777
53ab05d5-4f87-4d40-9802-c8f0397e2718,Alfred Nann,Nann!,,,,SPD,spd,area/baden-württemberg,Baden-Württemberg,Bundestag,5,1969-02-17,,,male,Q2645563
dd534962-6f16-48cc-b30c-c0cfc6503ced,Alfred Ollesch,Ollesch!,,,,FDP,fdp,area/nordrhein-westfalen,Nordrhein-Westfalen,Bundestag,5,,,,male,Q2645612
3aeea521-6598-47e2-859e-5336afc24fa9,Alo Hauser,"Hauser, Alo!",,,,CDU,cdu,area/nordrhein-westfalen,Nordrhein-Westfalen,Bundestag,5,,,"https://upload.wikimedia.org/wikipedia/commons/5/57/KAS-Hauser,_Alo-Bild-1404-1.jpg",male,Q2649849
b009a8f3-ab37-494d-bce3-3cedf9c8b5ea,Alois Niederalt,Niederalt!,,,,CSU,csu,area/bayern,Bayern,Bundestag,5,,,"https://upload.wikimedia.org/wikipedia/commons/7/73/Bundesarchiv_B_145_Bild-F023552-0020,_Bonn,_Empfang_in_der_Landesvertretung_Hamburg.jpg",male,Q95849
20cf0c64-e0b7-476f-85c9-8cadd35ece12,Alois Rainer,Rainer!,,,516782058376475,CSU,csu,area/bayern,Bayern,Bundestag,5,,,,male,Q2650401
3284662d-b1ae-4541-b4c9-ff7fbe3fa1f6,Alois Strohmayr,Strohmayr!,,,,SPD,spd,area/bayern,Bayern,Bundestag,5,,,,male,Q2650478
27eafec5-27a6-446d-b4c5-dd83acdd5b6f,Aloys Lenz,"Lenz, Aloys!",,,,CDU,cdu,area/nordrhein-westfalen,Nordrhein-Westfalen,Bundestag,5,,,,male,Q2650653
16cb5557-9990-4e7e-92c3-fa6ff82ec82d,Alphons Horten,Horten!,,,,CDU,cdu,area/nordrhein-westfalen,Nordrhein-Westfalen,Bundestag,5,,,"https://upload.wikimedia.org/wikipedia/commons/3/3f/Bundesarchiv_B_145_Bild-F064648-0009,_Bonn,_Ludwig-Erhard-Stiftung,_Auszeichnung.jpg",male,Q2651032
d06d2972-9ff8-4d19-b951-2341eccef7b0,Alwin Brück,Bruck,,,,SPD,spd,area/saarland,Saarland,Bundestag,5,,,"https://upload.wikimedia.org/wikipedia/commons/d/df/Bundesarchiv_B_145_Bild-F048640-0022,_Dortmund,_SPD-Parteitag,_Alwin_Brück.jpg",male,Q449806
029dbcb8-5c1b-4803-8a79-244bdb3b934b,Alwin Kulawig,"Kulawig, Alwin",,,,SPD,spd,area/saarland,Saarland,Bundestag,5,,,,male,Q449839
a3b5def7-632c-4f12-8e2c-85271aa3a7b3,Andreas Baltes,Baltes!,,,,SPD,spd,area/saarland,Saarland,Bundestag,5,1967-12-15,,,male,Q112216
28499a96-623d-4d92-9cbc-20a723bd076e,Anna Mönikes,Monikes!,,,,CDU,cdu,area/rheinland-pfalz,Rheinland-Pfalz,Bundestag,5,1967-10-12,,,female,Q562615
50586fc2-f936-4c7b-beb2-e67d85f02acc,Annemarie Griesinger,Griesinger!,,,,CDU,cdu,area/baden-württemberg,Baden-Württemberg,Bundestag,5,,,https://upload.wikimedia.org/wikipedia/commons/9/91/Griesinger_Annemarie.JPG,female,Q566280
4a8f4522-5fd6-4ab6-aea2-798304d4170f,Annemarie Renger,Renger,,,,SPD,spd,area/schleswig-holstein,Schleswig-Holstein,Bundestag,5,,,"https://upload.wikimedia.org/wikipedia/commons/8/8d/Bundesarchiv_B_145_Bild-F039419-0012,_Hannover,_SPD-Bundesparteitag,_Renger.jpg",female,Q66138
a19f81a2-d075-4709-b88d-576c44fdd312,Anton Besold,Besold!,,,,CSU,csu,area/bayern,Bayern,Bundestag,5,,,,male,Q96979
87d84fa0-e536-45ac-8957-0ead80f94a56,Anton Hilbert,Hilbert!,,,,CDU,cdu,area/baden-württemberg,Baden-Württemberg,Bundestag,5,,,"https://upload.wikimedia.org/wikipedia/commons/2/2f/KAS-Hilbert,_Anton-Bild-1953-1.jpg",male,Q590284
d32c578a-bc0d-4f81-b08d-13aef8848d34,Anton Ott,Ott!,,,,CSU,csu,area/bayern,Bayern,Bundestag,5,,,,male,Q592320
ed9431b9-f501-4c46-afd3-8057e3ea97fe,Anton Stark,Stark,,,,CDU,cdu,area/baden-württemberg,Baden-Württemberg,Bundestag,5,,,,male,Q594423
f8e970a0-2412-42b2-8daf-c3ffc96bde62,Arthur Enk,Enk!,,,,CDU,cdu,area/niedersachsen,Niedersachsen,Bundestag,5,,,,male,Q709249
e8eaf137-6c18-462c-ac2d-d5b75341bb83,Arthur Killat,Killat!,,,,SPD,spd,area/nordrhein-westfalen,Nordrhein-Westfalen,Bundestag,5,,,,male,Q710144
9074478d-e296-4bd2-9fd6-9cf0b6b6648c,Artur Missbach,Missbach!,,,,CDU,cdu,area/niedersachsen,Niedersachsen,Bundestag,5,,,"https://upload.wikimedia.org/wikipedia/commons/1/13/KAS-Missbach,_Artur-Bild-2531-1.jpg",male,Q714665
297e3e2a-c772-4c95-9da7-c18f36708602,Arved Deringer,Deringer!,,,,CDU,cdu,area/baden-württemberg,Baden-Württemberg,Bundestag,5,,,https://upload.wikimedia.org/wikipedia/commons/8/88/KAS-Ohne_Ort-Bild-591-1.jpg,male,Q100304
40115b0b-3b06-4ddf-bf36-2039310ecfdf,August Berberich,Berberich!,,,,CDU,cdu,area/baden-württemberg,Baden-Württemberg,Bundestag,5,,,,male,Q760918
70869aef-e27b-4448-ac33-bee96902eb95,August Berlin,Berlin!,,,,SPD,spd,area/nordrhein-westfalen,Nordrhein-Westfalen,Bundestag,5,,,,male,Q110914
34630871-3adf-4e7f-a90e-3a32c59fd248,August Hanz,Hanz!,,,,CDU,cdu,area/rheinland-pfalz,Rheinland-Pfalz,Bundestag,5,,,"https://upload.wikimedia.org/wikipedia/commons/9/9c/KAS-Hanz,_August-Bild-6896-1.jpg",male,Q761629
111f6ee4-8197-4470-af8d-b8f6007fa84c,August Weimer,Weimer!,,,,CDU,cdu,area/hessen,Hessen,Bundestag,5,,,,male,Q764451
688f1b84-c61c-46c7-886a-4c956c225826,Benno Erhard,Erhard!,,,,CDU,cdu,area/hessen,Hessen,Bundestag,5,,,"https://upload.wikimedia.org/wikipedia/commons/d/d6/KAS-Erhard,_Benno-Bild-2808-1.jpg",male,Q817923
51c45668-0581-4130-87f0-56830f3e1a2b,Bernhard Balkenhol,Balkenhol!,,,,CDU,cdu,area/nordrhein-westfalen,Nordrhein-Westfalen,Bundestag,5,,,"https://upload.wikimedia.org/wikipedia/commons/c/cc/KAS-Balkenhol,_Bernhard-Bild-484-1.jpg",male,Q824724
fa50e8e2-e70e-46b8-9130-ac0cd8093ac9,Bernhard Bauknecht,Bauknecht!,,,,CDU,cdu,area/baden-württemberg,Baden-Württemberg,Bundestag,5,,,"https://upload.wikimedia.org/wikipedia/commons/a/a4/KAS-Bauknecht,_Bernhard-Bild-14317-1.jpg",male,Q824734
82eb3b9e-4675-424f-a97c-899557b02909,Bernhard Mühlhan,Muhlhan!,,,,FDP,fdp,area/niedersachsen,Niedersachsen,Bundestag,5,,,,male,Q825657
a7a89450-88a2-4e78-8b2e-69c993eccaab,Bernhard Vogel,"Vogel, Bernhard!",,,,CDU,cdu,area/rheinland-pfalz,Rheinland-Pfalz,Bundestag,5,,1967-07-17,https://upload.wikimedia.org/wikipedia/commons/b/bb/Bernhard_Vogel_in_Duesseldorf_2009.jpg,male,Q74268
8779cb0f-cf78-4d0e-8b7f-a503f8e48303,Bernhard Winkelheide,Winkelheide!,,,,CDU,cdu,area/nordrhein-westfalen,Nordrhein-Westfalen,Bundestag,5,,,"https://upload.wikimedia.org/wikipedia/commons/2/22/KAS-Winkelheide,_Bernhard-Bild-411-1.jpg",male,Q826172
943e72d5-bbab-4af1-931a-7805a0785d01,Bert Even,Even!,,,,CDU,cdu,area/nordrhein-westfalen,Nordrhein-Westfalen,Bundestag,5,,,,male,Q827351
ec2c89ef-7d3c-4304-9234-c962661068fa,Berthold Martin,"Martin, Berthold",,,,CDU,cdu,area/hessen,Hessen,Bundestag,5,,,"https://upload.wikimedia.org/wikipedia/commons/8/87/KAS-Martin,_Berthold-Bild-1063-1.jpg",male,Q827992
cbc84202-d4b7-4d39-abec-318baffee63d,Botho Prinz zu Sayn-Wittgenstein-Hohenstein,Sayn!,,,,CDU,cdu,area/nordrhein-westfalen,Nordrhein-Westfalen,Bundestag,5,,,https://upload.wikimedia.org/wikipedia/commons/2/21/Botho_Prinz_zu_Sayn-Wittgenstein-Hohenstein.jpg,male,Q75893
65aa4c3b-d6eb-4abc-a4b7-ceb78fa8e301,Brigitte Freyh,Freyh!,,,,SPD,spd,area/hessen,Hessen,Bundestag,5,,,,female,Q916269
dd9dfc2c-3f19-4302-b114-d4db447e6371,Bruno Diekmann,Diekmann!,,,,SPD,spd,area/schleswig-holstein,Schleswig-Holstein,Bundestag,5,,,,male,Q85828
4ae97800-77d4-42cd-944b-39d51001a5d3,Bruno Heck,"Heck, Bruno",,,,CDU,cdu,area/baden-württemberg,Baden-Württemberg,Bundestag,5,,,https://upload.wikimedia.org/wikipedia/commons/e/e7/Bruno_Heck.jpg,male,Q316603
c1c9de8c-b56a-4daf-8ca0-e6918923c46e,Bruno Wiefel,Wiefel!,,,,SPD,spd,area/nordrhein-westfalen,Nordrhein-Westfalen,Bundestag,5,,,,male,Q993943
d91cdf14-8211-4da2-b468-35d10167a5a5,Burkhard Ritz,Ritz!,,,,CDU,cdu,area/niedersachsen,Niedersachsen,Bundestag,5,,,"https://upload.wikimedia.org/wikipedia/commons/9/94/KAS-Ritz,_Burkhard-Bild-36336-1.jpg",male,Q1016490
966c3a1a-de19-4991-957b-094c34ba37b2,Carl Damm,Damm!,,,,CDU,cdu,area/hamburg,Hamburg,Bundestag,5,,,"https://upload.wikimedia.org/wikipedia/commons/9/9c/KAS-Damm,_Carl-Bild-1693-1.jpg",male,Q1037437
1ce40246-359c-4694-b5b3-5bf307ee57d4,Carl Hesberg,Hesberg!,,,,CDU,cdu,area/nordrhein-westfalen,Nordrhein-Westfalen,Bundestag,5,,,,male,Q1038818
bd342d6c-1514-41df-a4e6-7ed24d5cb75f,Carl Otto Lenz,Lenz!,,,,CDU,cdu,area/hessen,Hessen,Bundestag,5,,,"https://upload.wikimedia.org/wikipedia/commons/0/06/KAS-Lenz,_Carl_Otto-Bild-715-1.jpg",male,Q105119
4a23f823-bd19-4093-8d78-719e29b93661,Carl Reinhard,Reinhard!,,,,CDU,cdu,area/hessen,Hessen,Bundestag,5,,,,male,Q1040180
e7480ff2-ad7f-428b-8684-77e361a61ed8,Carlo Graaff,"Graaff, Carlo",,,,FDP,fdp,area/niedersachsen,Niedersachsen,Bundestag,5,,,,male,Q1042184
1526b273-7caa-410b-a2de-65dafa61c2a6,Carlo Schmid,Schmid!,,,,SPD,spd,area/baden-württemberg,Baden-Württemberg,Bundestag,5,,,https://upload.wikimedia.org/wikipedia/commons/b/b9/Carlo_Schmid_(1963).jpg,male,Q67511
25693cbd-7316-4588-8dca-d4073f8956f9,Christa Schroeder,"Schroeder, Christa",,,,CDU,cdu,area/nordrhein-westfalen,Nordrhein-Westfalen,Bundestag,5,,,,female,Q996538
30b3af7a-253b-4ba2-ad43-4b5ea044ef3b,Claus Arndt,"Arndt, Claus",,,,SPD,spd,area/hamburg,Hamburg,Bundestag,5,1968-06-04,,https://upload.wikimedia.org/wikipedia/commons/5/50/ClausArndt.jpg,male,Q1098411
40e5ee5a-a880-427e-85e1-0c6905a9fad1,Clemens Riedel,Riedel!,,,,CDU,cdu,area/hessen,Hessen,Bundestag,5,,,,male,Q1100066
