id,label,description,type
Q12969145,President of Argentina,Head of State and Government of Argentina,cabinet
Q2602792,Chief of the Cabinet of Ministers,political office of Argentina,cabinet
Q24258967,Minister of Defense,defence minister of Argentina,cabinet
Q2914766,Vice President of Argentina,Wikimedia list article,executive
Q18711738,Member of the Argentine Chamber of Senators,"",other_legislatures
Q18229570,Member of the Argentine Chamber of Deputies,"",self
