id,wikidata
ahvenanmaan_maakunnan,Q16250421
etelä-savon,Q6304318
helsingin,Q3736245
hämeen,Q6304614
kaakkois-suomen,Q18691231
keski-suomen,Q5061084
kymen,Q6304209
lapin,Q6488275
oulun,Q7110478
pirkanmaan,Q6304273
pohjois-karjalan,Q6305040
pohjois-savon,Q6304515
satakunnan,Q6304483
savo-karjalan,Q18691405
uudenmaan,Q3736054
vaasan,Q6304597
varsinais-suomen,Q5450453
