id,label,description,type
Q14805701,Deputy Chairman of the Government of the Russian Federation,"",cabinet
Q1965788,First Deputy Chairman of the Government of the Russian Federation,"",cabinet
Q19399742,member of the Federation Council of Russia,member of the upper house of the Federal Assembly of Russia,other_legislatures
Q4376663,Chairman of the State Duma,presiding officer of the lower house of the Russian parliament,self
Q17276321,member of the State Duma,member of the lower house of the Russian parliament,self
