id,label,description,type
Q1776220,Prime Minister of the Republic of Macedonia,head of government of the Republic of Macedonia,cabinet
Q12755495,Minister of Defence,member of the Cabinet in Macedonia,cabinet
Q20015949,member of the Assembly of the Republic of Macedonia,member of the unicameral legislature of Macedonia,self
