id,label,description,type
Q5589648,Governor of Colima,chief executive of the Mexican state of Colima,other
Q19971999,member of the Senate of Mexico,member of the upper house of the legislature of Mexico,other_legislatures
Q18534310,Member of the Chamber of Deputies of Mexico,member of the lower house of the legislature of Mexico,self
Q7444306,Secretary of Foreign Affairs,Mexican cabinet member responsible for foreign policy,cabinet
Q28973023,Secretary of Tourism,Cabinet position in Mexico,cabinet
Q28973041,Secretary of Energy,Cabinet position in Mexico,cabinet
