id,position,label,description,start_date,term,constituency,election,end_date,replaces,replaced_by
Q30090493,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Rungwe,"Tanzanian general election, 2015",,,
Q30090494,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Biharamulo West,"Tanzanian general election, 2015",,,
Q30090497,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Bunda Urban,"Tanzanian general election, 2015",,,
Q30090499,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Paje,"Tanzanian general election, 2015",,,
Q30090501,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q30090503,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,,,,
Q30090505,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q30090506,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q30090508,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q30090510,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mbulu Urban,"Tanzanian general election, 2015",,,
Q30090511,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q30090512,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Njombe Urban,"Tanzanian general election, 2015",,,
Q30090514,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q30090516,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Sikonge,"Tanzanian general election, 2015",,,
Q30090517,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q30090522,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Korogwe Urban,"Tanzanian general election, 2015",,,
Q30090523,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Babati Urban,"Tanzanian general election, 2015",,,
Q30090524,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Ukonga,"Tanzanian general election, 2015",,,
Q30090527,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q30090528,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q30090532,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q30090533,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Makunduchi,"Tanzanian general election, 2015",,,
Q30090537,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Bunda,"Tanzanian general election, 2015",,,
Q30090538,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Kasulu Rural,"Tanzanian general election, 2015",,,
Q30090539,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Lupembe,"Tanzanian general election, 2015",,,
Q30090542,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Chambani,"Tanzanian general election, 2015",,,
Q30090544,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q30090545,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Manonga,"Tanzanian general election, 2015",,,
Q30090547,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q30090555,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Gando,"Tanzanian general election, 2015",,,
Q30090556,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Moshi Urban,"Tanzanian general election, 2015",,,
Q30090559,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mtambwe,"Tanzanian general election, 2015",,,
Q30090561,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q30090563,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Kiembesamaki,"Tanzanian general election, 2015",,,
Q30090564,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,,,,
Q30090566,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mbozi,"Tanzanian general election, 2015",,,
Q30090567,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mbozi District,"Tanzanian general election, 2015",,,
Q30090572,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Kiteto,"Tanzanian general election, 2015",,,
Q30090580,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q30090582,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q30090583,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q30090584,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Nzega Urban,"Tanzanian general election, 2015",,,
Q30090587,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Chonga,"Tanzanian general election, 2015",,,
Q30090589,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Karagwe,"Tanzanian general election, 2015",,,
Q30090590,Q17599130,Member of the National Assembly of Tanzania,"",2016,11th Parliament of Tanzania,,,,,
Q30090591,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Kilosa,"Tanzanian general election, 2015",,,
Q30090592,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Pangani,"Tanzanian general election, 2015",,,
Q30090593,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Buyungu,"Tanzanian general election, 2015",,,
Q30090595,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mafinga Urban,"Tanzanian general election, 2015",,,
Q30090597,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Kyerwa,"Tanzanian general election, 2015",,,
Q30090598,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Bukombe,"Tanzanian general election, 2015",,,
Q30090599,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Masasi Urban,"Tanzanian general election, 2015",,,
Q30090602,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q30090603,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mchinga,"Tanzanian general election, 2015",,,
Q30090604,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q30090605,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q30090608,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q30090609,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Nanyamba,"Tanzanian general election, 2015",,,
Q30090610,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q30090611,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mafia,"Tanzanian general election, 2015",,,
Q30090614,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q30090616,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q30090618,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Kibiti,"Tanzanian general election, 2015",,,
Q30090619,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mkwajuni,"Tanzanian general election, 2015",,,
Q30090622,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q302913,Q16147875,Prime Minister of Tanzania,"",1995-11-27,,,,2005-12-30,Cleopa Msuya,Edward Lowassa
Q302913,Q16147875,Prime Minister of Tanzania,"",1995-11-28,,,,2005-12-30,Cleopa Msuya,Edward Lowassa
Q302913,Q17599130,Member of the National Assembly of Tanzania,"",1983,,,,2005,,Mary Nagu
Q31752508,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752511,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,,,,
Q31752517,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Chato,"Tanzanian general election, 2015",,,
Q31752519,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Bububu,"Tanzanian general election, 2015",,,
Q31752523,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752528,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752531,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Katavi,"Tanzanian general election, 2015",,,
Q31752533,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mgogoni,"Tanzanian general election, 2015",,,
Q31752535,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752538,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752546,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Kilindi,"Tanzanian general election, 2015",,,
Q31752548,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Kavuu,"Tanzanian general election, 2015",,,
Q31752556,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Singida West,"Tanzanian general election, 2015",,,
Q31752561,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Serengeti,"Tanzanian general election, 2015",,,
Q31752562,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752565,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Magu,"Tanzanian general election, 2015",,,
Q31752575,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Geita Urban,"Tanzanian general election, 2015",,,
Q31752583,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752584,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752588,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Urambo,"Tanzanian general election, 2015",,,
Q31752592,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mpanda Urban,"Tanzanian general election, 2015",,,
Q31752593,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Ngara,"Tanzanian general election, 2015",,,
Q31752594,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Ulyankulu,"Tanzanian general election, 2015",,,
Q31752597,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Tandahimba,"Tanzanian general election, 2015",,,
Q31752601,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Lindi Urban,"Tanzanian general election, 2015",,,
Q31752602,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752605,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mbinga Urban,"Tanzanian general election, 2015",,,
Q31752611,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752614,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752619,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Nachingwea,"Tanzanian general election, 2015",,,
Q31752623,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Kondoa Urban,"Tanzanian general election, 2015",,,
Q31752625,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752628,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752670,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mlimba,"Tanzanian general election, 2015",,,
Q31752686,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Kilombero,"Tanzanian general election, 2015",,,
Q31752687,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Monduli,"Tanzanian general election, 2015",,,
Q31752690,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Ushetu,"Tanzanian general election, 2015",,,
Q31752695,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752697,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Liwale,"Tanzanian general election, 2015",,,
Q31752702,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752703,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Moshi Rural,"Tanzanian general election, 2015",,,
Q31752705,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752709,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752711,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752720,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Iramba East,"Tanzanian general election, 2015",,,
Q31752722,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752724,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Kahama Urban,"Tanzanian general election, 2015",,,
Q31752725,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mbagala,"Tanzanian general election, 2015",,,
Q31752726,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752727,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752728,Q17599130,Member of the National Assembly of Tanzania,"",2016,11th Parliament of Tanzania,,,,,
Q31752729,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752732,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mwera,"Tanzanian general election, 2015",,,
Q31752734,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Chake Chake,"Tanzanian general election, 2015",,,
Q31752736,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752743,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752744,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Tabora North,"Tanzanian general election, 2015",,,
Q31752745,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752747,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752751,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752754,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Chaani,"Tanzanian general election, 2015",,,
Q31752760,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Nyamagana,"Tanzanian general election, 2015",,,
Q31752764,Q17599130,Member of the National Assembly of Tanzania,"",2016,11th Parliament of Tanzania,,,,,
Q31752767,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Kojani,"Tanzanian general election, 2015",,,
Q31752769,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752771,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752776,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Bukoba Urban,"Tanzanian general election, 2015",,,
Q31752784,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Manyoni East,"Tanzanian general election, 2015",,,
Q31752785,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Temeke,"Tanzanian general election, 2015",,,
Q31752788,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mbinga Rural,"Tanzanian general election, 2015",,,
Q31752790,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752799,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Tunduru South,"Tanzanian general election, 2015",,,
Q31752802,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752804,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752812,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mkoani,"Tanzanian general election, 2015",,,
Q31752813,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752821,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752822,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Ulanga,"Tanzanian general election, 2015",,,
Q31752823,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752826,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Ukerewe,"Tanzanian general election, 2015",,,
Q31752830,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752833,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752834,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Simanjiro,"Tanzanian general election, 2015",,,
Q31752836,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Handeni Rural,"Tanzanian general election, 2015",,,
Q31752845,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Madaba,"Tanzanian general election, 2015",,,
Q31752848,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Morogoro South East,"Tanzanian general election, 2015",,,
Q31752852,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752855,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Chwaka,"Tanzanian general election, 2015",,,
Q31752859,Q15735113,deputy Minister,title borne by politicians or government officials in certain countries,2017,,,,,,
Q31752859,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752861,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Arumeru West,"Tanzanian general election, 2015",,,
Q31752863,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752864,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Rufiji,"Tanzanian general election, 2015",,,
Q31752870,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752873,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Morogoro South,"Tanzanian general election, 2015",,,
Q31752878,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Nsimbo,"Tanzanian general election, 2015",,,
Q31752879,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Tanga Urban,"Tanzanian general election, 2015",,,
Q31752880,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Dodoma Urban,"Tanzanian general election, 2015",,,
Q31752888,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752889,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mbulu Rural,"Tanzanian general election, 2015",,,
Q31752892,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752899,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Manyoni West,"Tanzanian general election, 2015",,,
Q31752901,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mfenesini,"Tanzanian general election, 2015",,,
Q31752908,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Bumbwini,"Tanzanian general election, 2015",,,
Q31752909,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752912,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752918,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752923,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752924,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Geita,"Tanzanian general election, 2015",,,
Q31752928,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Chilonwa,"Tanzanian general election, 2015",,,
Q31752930,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752931,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752932,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Tunduma Urban,"Tanzanian general election, 2015",,,
Q31752938,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Tabora Urban,"Tanzanian general election, 2015",,,
Q31752939,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Ndanda,"Tanzanian general election, 2015",,,
Q31752940,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Busokelo,"Tanzanian general election, 2015",,,
Q31752942,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Kilolo,"Tanzanian general election, 2015",,,
Q31752943,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752959,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Fuoni,"Tanzanian general election, 2015",,,
Q31752962,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752963,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Kilwa North,"Tanzanian general election, 2015",,,
Q31752968,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mtwara Urban,"Tanzanian general election, 2015",,,
Q31752975,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Maswa West,"Tanzanian general election, 2015",,,
Q31752978,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Muhambwe,"Tanzanian general election, 2015",,,
Q31752982,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Ludewa,"Tanzanian general election, 2015",,,
Q31752986,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,"Tanzanian general election, 2015",,,
Q31752989,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Namtumbo,"Tanzanian general election, 2015",,,
Q31752991,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mbeya Rural,"Tanzanian general election, 2015",,,
Q31752993,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Nanyumbu,"Tanzanian general election, 2015",,,
Q31753003,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Igalula,"Tanzanian general election, 2015",,,
