id,label,description,type
Q6468838,President of Slovakia,"",executive
Q45369,Prime Minister of Slovakia,position,cabinet
Q25907399,Minister of Agriculture,minister in Slovakia,cabinet
Q2501411,Minister of Foreign Affairs,Minister of Foreign Affairs in Slovakia,cabinet
Q27169,member of the European Parliament,person who has been elected to the European Parliament,other_legislatures
Q17320547,member of the Federal Assembly of Czechoslovakia,"",other_legislatures
Q19967563,Member of the National Council of Slovakia,member of the unicameral parliament of Slovakia,self
