id,wikidata
93_1,Q3402100
93_2,Q3025229
93_3,Q16009851
93_3,Q3540148
93_4,Q3413589
93_5,Q2972971
93_6,Q3485702
93_7,Q3479044
93_8,Q3142943
93_9,Q3338772
93_10,Q3032617
93_11,Q3352901
93_12,Q3038243
93_13,Q3538377
94_1,Q3402160
94_2,Q2384820
94_3,Q3540181
94_4,Q3413624
94_5,Q2972999
94_6,Q3485725
94_7,Q3479053
94_8,Q3142962
94_9,Q3338785
94_10,Q3032627
94_11,Q3352912
94_12,Q3038250
95_1,Q3402159
95_2,Q3025275
95_3,Q3540180
95_4,Q3413623
95_5,Q2972994
95_6,Q3485724
95_7,Q3479052
95_8,Q3142960
95_9,Q3338781
95_10,Q3032625
971_1,Q3402068
971_2,Q3025198
971_3,Q3540129
971_4,Q3413576
972_1,Q3402086
972_2,Q3025217
972_3,Q3540139
972_4,Q3413583
973_1,Q3402069
973_2,Q3025199
974_1,Q3401991
974_2,Q2390198
974_3,Q3540096
974_4,Q3413542
974_5,Q2972940
974_6,Q3485675
974_7,Q3479025
975_1,Q2973932
976_1,Q3402002
976_2,Q3025132
977_1,Q2973821
986_1,Q2973883
987_1,Q3402094
987_2,Q3025222
987_3,Q3540143
988_1,Q3402006
988_2,Q3025139
999_1,Q3402119
999_10,Q590320
999_11,Q3352905
999_2,Q3025246
999_3,Q283786
999_4,Q3413598
999_5,Q2972979
999_6,Q1103423
999_7,Q261171
999_8,Q3142949
999_9,Q3338777
