id,position,label,description,start_date,end_date,constituency,replaces,replaced_by,election,term,party
Q24000555,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24000557,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24000558,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24000559,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24000560,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24000561,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24000566,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24000567,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24000578,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24000579,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24000580,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24000592,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24000595,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24000598,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24000599,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24000600,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24000601,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24000602,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24000603,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24000618,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24000620,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24000702,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24000760,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24000761,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24000763,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24000765,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24000766,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24000767,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24000768,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24000769,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24000770,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24000771,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24000772,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24000773,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24000774,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24000775,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24000776,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24856148,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24856266,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24856298,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24856300,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24856311,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24856313,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24856314,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24856315,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24856316,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24856317,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24856318,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24856319,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24856324,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24856325,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24856326,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24856340,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24856342,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24856343,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24856344,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24856345,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24856352,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24856354,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24856356,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24856357,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24856358,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24856359,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24856366,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24856389,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24856405,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24856408,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24856410,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24856411,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24856412,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q24856460,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q26924478,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q2947463,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q30093075,Q14850694,Member of National Assembly of South Korea,"","",,,,,,20th Legislative Assembly,
Q319920,Q14850694,Member of National Assembly of South Korea,"",2016-05-30,,Sejong City,,,"South Korean legislative election, 2016",20th Legislative Assembly,
Q352840,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q3540842,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q4392537,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q455734,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q4696248,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q482814,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q484024,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q484698,Q14850694,Member of National Assembly of South Korea,"",2016-05-30,,proportional representation,,,,,
Q489976,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q491437,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q4934381,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q5103906,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q5103931,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q6161750,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q624217,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q6408593,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q6408959,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q6512937,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q6513776,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q6514941,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
Q6956410,Q14850694,Member of National Assembly of South Korea,"","",,,,,,,
