id,wikidata
aveiro,Q210527
açores,Q25263
bragança,Q373528
guarda,Q273533
beja,Q321455
braga,Q326203
castelo_branco,Q273529
coimbra,Q244517
faro,Q244521
leiria,Q244512
lisboa,Q207199
portalegre,Q225189
santarém,Q244510
setúbal,Q274109
viana_do_castelo,Q326214
Évora,Q274118
porto,Q322792
madeira,Q26253
vila_real,Q379372
viseu,Q273525
