id,label,description,type
Q1043568,Prime Minister of Vietnam,Head of Government of Vietnam,cabinet
Q5261077,Deputy Prime Minister of Vietnam,"",cabinet
Q4294935,Minister of Defence,in Vietnam,cabinet
Q16481261,Minister of Public Security,cabinet position in Vietnam,cabinet
Q866680,President of Vietnam,De jure Head of State of Vietnam,executive
Q5354130,Vice President of Vietnam,"",executive
Q23644849,Executive Secretary of the Secretariat,Secretariat of the Communist Party of Vietnam,party
Q428110,Chairman of the National Assembly of Vietnam,position,self
Q17593571,member of the National Assembly of Vietnam,"",self
