id,label,description,type
Q14565638,Prime Minister of Bangladesh,head of government of the People's Republic,cabinet
Q596123,president of Bangladesh,position,executive
Q21272758,Member of the Jatiyo Sangshad,Member of the Bangladeshi legislature,self
