id,label,description,type
Q258045,Captain Regent of San Marino,position,executive
Q4294922,San Marino Secretary for Foreign Affairs,Foreign minister of San Marino,cabinet
Q20968670,member of the Grand and General Council of San Marino,member of the parliament of the Republic of San Marino,self
