id,position,label,description,start_date,replaces,replaced_by,end_date,of,constituency,term,election,party
Q1672959,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1673720,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1673720,Q514725,Landrat,public official,"",,,,,,,,
Q16739242,Q1939555,member of the German Bundestag,deputy of the German parliament,2015-10-01,,,,,,,,
Q16739242,Q30185,mayor,head of municipal government such as a town or city,2004-10-14,,,,Cologne,,,,
Q16739242,Q708492,councillor,representative of voters to a local government,2004-10-14,,,,city council of Cologne,,,,
Q1673925,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1673925,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q1676334,Q17521638,Member of the Landtag of Lower Saxony,"","",,,,,,,,
Q1676334,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1676334,Q514725,Landrat,public official,"",,,,,,,,
Q1677754,Q1939555,member of the German Bundestag,deputy of the German parliament,2012-06-22,Michael Groschek,,2013-10-22,,,,,
Q1677754,Q1939555,member of the German Bundestag,deputy of the German parliament,2013-10-22,,,,,,,,
Q1678582,Q18130478,Member of the Landtag of Saarland,"","",,,,,,,,
Q1678582,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1678630,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1678890,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1678978,Q18618563,Member of Landtag of Rhineland-Palatinate,"","",,,,,,,,
Q1678978,Q18627832,Member of Landtag of Prussia,"","",,,,,,,,
Q1678978,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1679165,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1679256,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1679256,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1681310,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1681730,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1682440,Q17781726,member of the Landtag of North Rhine-Westphalia,"","",,,,,,,,
Q1682440,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1682440,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1682850,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1683508,Q17519166,Member of the Hessian Parliament,"","",,,,,,,,
Q1683508,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1683767,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1684838,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1684867,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1684924,Q17519166,Member of the Hessian Parliament,"","",,,,,,,,
Q1684924,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1686213,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1686648,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1686702,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1686933,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1687213,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1687254,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1688091,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1688571,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1690023,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1690117,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1690121,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1690121,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q1690185,Q18557729,member of the Volkskammer,"","",,,,,,,,
Q1690185,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1690197,Q18557729,member of the Volkskammer,"","",,,,,,,,
Q1690197,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1690199,Q18618563,Member of Landtag of Rhineland-Palatinate,"","",,,,,,,,
Q1690199,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1690199,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1690222,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1690385,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1690385,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q1690446,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1690448,Q18557729,member of the Volkskammer,"","",,,,,,,,
Q1690448,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1690506,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1690682,Q17850767,member of the Reichstag of the Weimar Republic,German legislator between 1919 and 1933,"",,,,,,,,
Q1690682,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1691078,Q18327335,Member of the Abgeordnetenhaus of Berlin,"","",,,,,,,,
Q1691078,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1691220,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1691220,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1691220,Q813384,,"",1998-12-02,Horst Waffenschmidt,Hans-Peter Kemper,2004,,,,,
Q1691233,Q17781726,member of the Landtag of North Rhine-Westphalia,"","",,,,,,,,
Q1691233,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1691233,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q1692163,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1693007,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1693149,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1694096,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1694220,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1695154,Q18130478,Member of the Landtag of Saarland,"","",,,,,,,,
Q1695154,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1695233,Q17781726,member of the Landtag of North Rhine-Westphalia,"","",,,,,,,,
Q1695233,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1695286,Q18618563,Member of Landtag of Rhineland-Palatinate,"","",,,,,,,,
Q1695286,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1695286,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1695747,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1695791,Q18618563,Member of Landtag of Rhineland-Palatinate,"","",,,,,,,,
Q1695791,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1695791,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1696144,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1696144,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q1696174,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1696219,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1696358,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1696384,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1696384,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1696384,Q514725,Landrat,public official,"",,,,,,,,
Q1696501,Q18130496,Member of the Landtag of Schleswig-Holstein,"","",,,,,,,,
Q1696501,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1696509,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1696509,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1696707,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1696707,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1697018,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1697317,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1697358,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1697399,Q17441472,member of the Bürgerschaft of Bremen,"","",,,,,,,,
Q1697399,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1697467,Q17781726,member of the Landtag of North Rhine-Westphalia,"","",,,,,,,,
Q1697467,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1697467,Q514725,Landrat,public official,"",,,,,,,,
Q1697540,Q18130478,Member of the Landtag of Saarland,"","",,,,,,,,
Q1697540,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1697621,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1697621,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1697794,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1697871,Q17521638,Member of the Landtag of Lower Saxony,"","",,,,,,,,
Q1697871,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1697974,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1698153,Q17781726,member of the Landtag of North Rhine-Westphalia,"","",,,,,,,,
Q1698153,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1698286,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1698408,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1698416,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1698511,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1698511,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q1699697,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1700284,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1700346,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1700346,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q1700346,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1701199,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1701215,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1701262,Q1939555,member of the German Bundestag,deputy of the German parliament,1949-09-15,Theodor Heuss,,1953,,,,,
Q1701262,Q1939555,member of the German Bundestag,deputy of the German parliament,1955-09-29,Karl Georg Pfleiderer,,1957,,,,,
Q1701262,Q28148158,Ambassador of Germany to El Salvador,"",1972,,Erich Adam Huesch,1974,,,,,
Q1702883,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1703328,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1703884,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1704221,Q17519166,Member of the Hessian Parliament,"","",,,,,,,,
Q1704221,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1704369,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1704394,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1704394,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1704394,Q514725,Landrat,public official,"",,,,,,,,
Q1704401,Q17481175,Member of the Landtag of Baden-Württemberg,"","",,,,,,,,
Q1704401,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1704522,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1704665,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1704665,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1704700,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1704700,Q854201,district mayor,head of city district in Germany,"",,,,,,,,
Q1704703,Q17586301,Member of the Landtag of Bavaria,"","",,,,,,,,
Q1704703,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1704770,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1704784,Q17781726,member of the Landtag of North Rhine-Westphalia,"","",,,,,,,,
Q1704784,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1704784,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1704826,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1704826,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1704843,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1704879,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1704879,Q514725,Landrat,public official,"",,,,,,,,
Q1704985,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1705150,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1705175,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1705175,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q1705191,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1705274,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1705274,Q514725,Landrat,public official,"",,,,,,,,
Q1705338,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1705338,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q1705479,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1705589,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1705614,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1705648,Q18618563,Member of Landtag of Rhineland-Palatinate,"","",,,,,,,,
Q1705648,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1705672,Q18130478,Member of the Landtag of Saarland,"","",,,,,,,,
Q1705672,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q1705794,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
