id,name,photo,source,date_of_birth,party,cons,area,term
1139,محمد فتحى خالد يوسف الحشاش,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=1139,http://www.parliament.gov.eg/members/,1952-11-01,مستقل,الأولى,الأولى,2015
1143,يسرى فهمى المغازى إبراهيم,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=1143,http://www.parliament.gov.eg/members/,1946-12-28,مستقل,الدقهلية,الدقهلية,2015
123,عبدالنبى محمد عبد النبى السمان,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=123,http://www.parliament.gov.eg/members/,1967-01-01,المصريين الاحرار,الثانية,الثانية,2015
127,السيد محمود احمد حسين الشريف,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=127,http://www.parliament.gov.eg/members/,1956-03-04,مستقل,الثانية,الثانية,2015
136,كمال احمد محمد احمد,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=136,http://www.parliament.gov.eg/members/,1941-03-13,مستقل,الاسكندرية,الاسكندرية,2015
1387,احمد فؤاد سليمان بغدادى أباظة,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=1387,http://www.parliament.gov.eg/members/,1952-01-16,مستقل,الشرقية,الشرقية,2015
175,عبد العاطى مسعود عبد اللطيف حميدة الشيخ,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=175,http://www.parliament.gov.eg/members/,1957-01-05,مستقل,البحيرة,البحيرة,2015
1864,فيصل عبد الرحمن محمد بدر,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=1864,http://www.parliament.gov.eg/members/,1957-12-10,مستقل,الثانية,الثانية,2015
205,همام العادلى مصطفى محمد عدلى عطا الله,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=205,http://www.parliament.gov.eg/members/,1953-07-02,مستقل,سوهاج,سوهاج,2015
230,عبد المنعم العليمى محمد العطار,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=230,http://www.parliament.gov.eg/members/,1942-03-19,مستقل,الغربية,الغربية,2015
2320,محمد حسين عبد الرحيم حسين,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=2320,http://www.parliament.gov.eg/members/,1941-07-21,مستقل,أسيوط,أسيوط,2015
233,طلعت عماد الدين صادق السويدى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=233,http://www.parliament.gov.eg/members/,1962-06-21,الوفد الجديد,الشرقية,الشرقية,2015
245,محمد على يوسف مرسى ابراهيم,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=245,http://www.parliament.gov.eg/members/,1968-12-28,مستقل,الثالثة,الثالثة,2015
253,محمد فؤاد محسن بدراوى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=253,http://www.parliament.gov.eg/members/,1953-05-02,مستقل,الدقهلية,الدقهلية,2015
271,مرتضى احمد محمد منصور,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=271,http://www.parliament.gov.eg/members/,1952-06-17,مستقل,الدقهلية,الدقهلية,2015
289,محمد كمال على مرعى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=289,http://www.parliament.gov.eg/members/,1958-07-12,مستقل,الغربية,الغربية,2015
2916,عصام الدين فخرى مأمون محمد القاضى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=2916,http://www.parliament.gov.eg/members/,1961-08-10,مستقبل وطن,البحيرة,البحيرة,2015
2917,خالد عبد المنعم فراج عبد الرحيم مجاهد,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=2917,http://www.parliament.gov.eg/members/,1965-07-10,المصريين الاحرار,الاقصر,الاقصر,2015
2939,محمد ابو الطيب احمد فخرى احمد قنديل,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=2939,http://www.parliament.gov.eg/members/,1963-05-23,مستقل,قنا,قنا,2015
2979,محمد انور احمد عصمت السادات,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=2979,http://www.parliament.gov.eg/members/,1955-11-28,الاصلاح والتنمية,المنوفية,المنوفية,2015
2997,علاء الدين عبد المنعم سيد عبد العال,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=2997,http://www.parliament.gov.eg/members/,1951-01-03,مستقل,الأولى,الأولى,2015
2998,محمد مصطفى بكرى محمد,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=2998,http://www.parliament.gov.eg/members/,1956-05-16,مستقل,الثانية,الثانية,2015
3022,ياسر عمر محمد عمر,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3022,http://www.parliament.gov.eg/members/,1960-12-26,مستقل,أسيوط,أسيوط,2015
3023,جمال محمد المهدى عبد الرؤوف احمد,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3023,http://www.parliament.gov.eg/members/,1958-04-28,مستقل,بني سويف,بني سويف,2015
3055,رياض عبد الستار حسن إبراهيم,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3055,http://www.parliament.gov.eg/members/,1963-03-02,المصريين الاحرار,المنيا,المنيا,2015
3103,محمد خليل ابو المجد احمد العمارى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3103,http://www.parliament.gov.eg/members/,1961-06-09,مستقل,الثانية,الثانية,2015
3151,محمود فوزى محمد فؤاد خميس,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3151,http://www.parliament.gov.eg/members/,1948-03-01,مستقل,الشرقية,الشرقية,2015
3182,الهامى احمد عبد اللطيف جاد عجينة,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3182,http://www.parliament.gov.eg/members/,1962-07-17,مستقل,الدقهلية,الدقهلية,2015
3195,مصطفى عبد العزيز أحمد الجندى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3195,http://www.parliament.gov.eg/members/,1960-07-20,مستقل,الأولى,الأولى,2015
3204,رمضان سليمان موسى مرزوقه,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3204,http://www.parliament.gov.eg/members/,1956-10-25,مستقل,شمال سيناء,شمال سيناء,2015
3207,سلامه سالم سالمان سالم,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3207,http://www.parliament.gov.eg/members/,1964-12-18,الاصلاح والتنمية,الثالثة,الثالثة,2015
3208,لطفى محمد إبراهيم عثمان شحاته,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3208,http://www.parliament.gov.eg/members/,1963-11-22,مستقل,الشرقية,الشرقية,2015
3243,على السيد على المصيلحى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3243,http://www.parliament.gov.eg/members/,1949-07-20,مستقل,الشرقية,الشرقية,2015
325,سيد احمد عيسى عبد العال,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=325,http://www.parliament.gov.eg/members/,1955-07-26,مستقبل وطن,كفر الشيخ,كفر الشيخ,2015
3272,محمود نبيه حسانين عيد,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3272,http://www.parliament.gov.eg/members/,1950-11-02,مستقل,الدقهلية,الدقهلية,2015
3321,احمد سعد الدين احمد محمد درويش,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3321,http://www.parliament.gov.eg/members/,1962-06-30,المصريين الاحرار,أسـوان,أسـوان,2015
3324,محمد حمدى محمد محمد دسوقى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3324,http://www.parliament.gov.eg/members/,1969-08-09,مستقل,أسيوط,أسيوط,2015
3401,سمير صبحى عليوة إبراهيم,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3401,http://www.parliament.gov.eg/members/,1964-01-04,مستقل,القليوبية,القليوبية,2015
3405,محمد سعد بدراوى عوض,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3405,http://www.parliament.gov.eg/members/,1964-11-01,الحركة الوطنية المصرية,الغربية,الغربية,2015
3409,محمد سعد محمد تمراز,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3409,http://www.parliament.gov.eg/members/,1960-10-16,مستقل,البحيرة,البحيرة,2015
3410,حامد جلال حامد جهجه,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3410,http://www.parliament.gov.eg/members/,1977-09-28,المصريين الاحرار,الغربية,الغربية,2015
3455,جواهر سعد الشربينى فضل,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3455,http://www.parliament.gov.eg/members/,1948-04-06,مستقل,الأولى,الأولى,2015
346,سيد احمد محمد سيد احمد,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=346,http://www.parliament.gov.eg/members/,1954-05-07,مستقل,كفر الشيخ,كفر الشيخ,2015
3470,محمد عبد الله عبد الله زين الدين,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3470,http://www.parliament.gov.eg/members/,1968-06-12,مستقبل وطن,البحيرة,البحيرة,2015
3474,هشام محمد احمد محمد عمارة,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3474,http://www.parliament.gov.eg/members/,1959-10-30,مستقل,الرابعة,الرابعة,2015
3483,اكمل احمد رشدى مهدى قرطام,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3483,http://www.parliament.gov.eg/members/,1955-01-11,المحافظين,الأولى,الأولى,2015
3486,هانم حسن أبو الوفا ابراهيم,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3486,http://www.parliament.gov.eg/members/,1968-08-29,حماة الوطن,الثانية,الثانية,2015
3499,عبد الحميد محمد كمال عبد الحميد حسن,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3499,http://www.parliament.gov.eg/members/,1953-03-06,التجمع الوطنى التقدمى,السويس,السويس,2015
3520,بدير عبد العزيز موسى السيد,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3520,http://www.parliament.gov.eg/members/,1963-10-24,مستقل,كفر الشيخ,كفر الشيخ,2015
3526,محمد سلامة توفيق ابوزيد الجوهرى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3526,http://www.parliament.gov.eg/members/,1953-12-19,المصريين الاحرار,الغربية,الغربية,2015
3534,خالد خالد محمد عبد العال حماد,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3534,http://www.parliament.gov.eg/members/,1955-05-02,الشعب الجمهورى,الدقهلية,الدقهلية,2015
3536,منى شاكر خليل حسين,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3536,http://www.parliament.gov.eg/members/,1965-09-29,مستقل,أسـوان,أسـوان,2015
3542,على عبد الواحد قطب عتمان,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3542,http://www.parliament.gov.eg/members/,1965-07-06,مستقل,البحيرة,البحيرة,2015
3543,جابر احمد محمد عبد العال,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3543,http://www.parliament.gov.eg/members/,1962-01-13,مستقبل وطن,سوهاج,سوهاج,2015
3548,مجدى عبد الوهاب عبد اللطيف بيومى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3548,http://www.parliament.gov.eg/members/,1965-05-30,الوفد الجديد,الثانية,الثانية,2015
3550,مكرم السيد المتولي رضوان,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3550,http://www.parliament.gov.eg/members/,1962-02-20,الشعب الجمهورى,الدقهلية,الدقهلية,2015
3553,هشام صلاح احمد الحصرى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3553,http://www.parliament.gov.eg/members/,1967-04-01,مستقل,الدقهلية,الدقهلية,2015
3562,علاء السعيد ابراهيم عابد,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3562,http://www.parliament.gov.eg/members/,1967-02-20,المصريين الاحرار,الجيزة,الجيزة,2015
3568,توفيق يحيى ابراهيم عكاشة,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3568,http://www.parliament.gov.eg/members/,1966-01-24,مستقل,الدقهلية,الدقهلية,2015
3570,سامر محمد احمد التلاوى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3570,http://www.parliament.gov.eg/members/,1977-08-13,مستقل,الأولى,الأولى,2015
3576,ايمن عبد الهادى سليمان معاذ,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3576,http://www.parliament.gov.eg/members/,1964-07-07,مستقل,المنوفية,المنوفية,2015
3589,على على محمد بدر,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3589,http://www.parliament.gov.eg/members/,1971-08-08,مستقل,بني سويف,بني سويف,2015
3590,سعيد عبد القادر محمد احمد العبودى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3590,http://www.parliament.gov.eg/members/,1964-04-09,مستقبل وطن,الشرقية,الشرقية,2015
3597,احمد مصطفى عبد الواحد سعداوي,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3597,http://www.parliament.gov.eg/members/,1968-03-10,حماة الوطن,الفيوم,الفيوم,2015
3629,محمد على عمر رشوان,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3629,http://www.parliament.gov.eg/members/,1977-08-30,الشعب الجمهورى,أسيوط,أسيوط,2015
3634,علاء أحمد عبد النبى ابراهيم,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3634,http://www.parliament.gov.eg/members/,1964-05-07,المؤتمر,الشرقية,الشرقية,2015
3637,احمد وائل قدري عبدالكريم المشنب,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3637,http://www.parliament.gov.eg/members/,1973-07-25,مستقل,سوهاج,سوهاج,2015
3642,صلاح عفيفي عبد الظاهر خليل,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3642,http://www.parliament.gov.eg/members/,1963-12-03,حماة الوطن,أسـوان,أسـوان,2015
3643,محمد مصطفى محمود سليم,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3643,http://www.parliament.gov.eg/members/,1963-05-11,مستقل,أسـوان,أسـوان,2015
3652,فيصل محمد على حسن الشيبانى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3652,http://www.parliament.gov.eg/members/,1977-01-12,مستقل,سوهاج,سوهاج,2015
3654,محمد اسماعيل ابو المجد رضوان الجبالى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3654,http://www.parliament.gov.eg/members/,1969-09-11,المصريين الاحرار,سوهاج,سوهاج,2015
3656,محمد الباشا عيد أحمد محمود,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3656,http://www.parliament.gov.eg/members/,1973-04-06,مستقل,أسيوط,أسيوط,2015
3658,علاء عادل على محمود السبيعى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3658,http://www.parliament.gov.eg/members/,1960-06-25,مستقل,الثانية,الثانية,2015
366,هرقل محمد وفقى عبد القادر عبد الرحمن,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=366,http://www.parliament.gov.eg/members/,1966-11-13,مستقبل وطن,سوهاج,سوهاج,2015
3660,احمد فرغلى محمد منير يوسف شرموخ,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3660,http://www.parliament.gov.eg/members/,1952-03-12,الشعب الجمهورى,المنيا,المنيا,2015
3661,راشد محمد ابو العيون وهمان,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3661,http://www.parliament.gov.eg/members/,1967-12-22,مستقل,أسيوط,أسيوط,2015
3672,خالد محمد عبدالفتاح ابوبكر خلف الله,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3672,http://www.parliament.gov.eg/members/,1950-11-01,المصريين الاحرار,قنا,قنا,2015
3675,سيف النصر محمد ابراهيم فراج,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3675,http://www.parliament.gov.eg/members/,1959-01-01,المصريين الاحرار,قنا,قنا,2015
3682,غريب احمد حسان جميع,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3682,http://www.parliament.gov.eg/members/,1976-01-18,مصر الحديثة,جنوب سيناء,جنوب سيناء,2015
3683,علاء الدين حسن مازن عبدالله,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3683,http://www.parliament.gov.eg/members/,1962-06-01,المصريين الاحرار,سوهاج,سوهاج,2015
3702,محمد ابو حامد شديد شاهين,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3702,http://www.parliament.gov.eg/members/,1973-03-14,مستقل,القاهرة,القاهرة,2015
3763,عبد الحكيم محمد محمد مسعود,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3763,http://www.parliament.gov.eg/members/,1973-05-21,النور,بني سويف,بني سويف,2015
3769,محمود عبد الله ابرهيم مبروك هيبة,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3769,http://www.parliament.gov.eg/members/,1955-05-20,النور,البحيرة,البحيرة,2015
379,احمد همام القزمازى عبد ربه,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=379,http://www.parliament.gov.eg/members/,1961-10-01,الوفد الجديد,الدقهلية,الدقهلية,2015
3836,معتز محمد محمود علي,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3836,http://www.parliament.gov.eg/members/,1967-01-04,الحرية,قنا,قنا,2015
3879,خالد عبدالمولى عبدالرازق خطاب خطيب,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3879,http://www.parliament.gov.eg/members/,1973-10-15,النور,البحيرة,البحيرة,2015
3909,عاطف محمد بيومى مخاليف,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3909,http://www.parliament.gov.eg/members/,1962-05-17,المصريين الاحرار,القاهرة,القاهرة,2015
3947,محمد عبد العليم محمد عبد العزيز سليم,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3947,http://www.parliament.gov.eg/members/,1971-08-02,الوفد الجديد,الأولى,الأولى,2015
3968,حسنى حافظ ابراهيم محمد,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3968,http://www.parliament.gov.eg/members/,1961-12-20,الوفد الجديد,الاسكندرية,الاسكندرية,2015
3973,محمد هانى درى عبد الغفار اباظة,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3973,http://www.parliament.gov.eg/members/,1954-11-03,الوفد الجديد,الشرقية,الشرقية,2015
3983,ياسر عبد التواب سلومة محمد حميدة,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3983,http://www.parliament.gov.eg/members/,1970-01-12,مستقل,الفيوم,الفيوم,2015
3987,احمد هريدى محمود محمد,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=3987,http://www.parliament.gov.eg/members/,1962-06-02,الشعب الجمهورى,سوهاج,سوهاج,2015
4005,حسين فايز ابو الوفا محمد,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4005,http://www.parliament.gov.eg/members/,1968-11-20,مستقبل وطن,قنا,قنا,2015
4011,اشرف سيد محمد شوقي عبد الرحمن,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4011,http://www.parliament.gov.eg/members/,1964-11-15,مستقل,المنيا,المنيا,2015
4023,حمادة احمد ابراهيم القسط,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4023,http://www.parliament.gov.eg/members/,1952-01-10,حزب السلام الديمقراطى,الغربية,الغربية,2015
4024,محمد فيصل محمد حسين عبيدى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4024,http://www.parliament.gov.eg/members/,1969-09-18,النور,كفر الشيخ,كفر الشيخ,2015
4034,محمود حمدى أحمد محمد,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4034,http://www.parliament.gov.eg/members/,1986-01-19,مستقل,سوهاج,سوهاج,2015
4035,احمد حسن حلمي سعيد,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4035,http://www.parliament.gov.eg/members/,1962-01-01,مستقل,الأولى,الأولى,2015
4050,احمد رفعت محمد سعيد,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4050,http://www.parliament.gov.eg/members/,1972-05-23,المصريين الاحرار,المنوفية,المنوفية,2015
4051,مارجريت عازر عبد الملك ابراهيم,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4051,http://www.parliament.gov.eg/members/,1961-11-20,مستقل,الأولى,الأولى,2015
4057,ابراهيم عبد الوهاب محي الدين ابو احمد,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4057,http://www.parliament.gov.eg/members/,1980-10-17,المصريين الاحرار,الاسكندرية,الاسكندرية,2015
4076,خالد محمد عبد العزيز محمد شعبان,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4076,http://www.parliament.gov.eg/members/,1966-03-26,المصرى الديمقراطى الاجتماعى,القاهرة,القاهرة,2015
4084,ايمن احمد حسين ابو العلا,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4084,http://www.parliament.gov.eg/members/,1957-04-06,المصريين الاحرار,الجيزة,الجيزة,2015
4086,بدوي عبد اللطيف هلال بدوي,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4086,http://www.parliament.gov.eg/members/,1952-08-14,الوفد الجديد,الدقهلية,الدقهلية,2015
4088,السيد فؤاد احمد كوش,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4088,http://www.parliament.gov.eg/members/,1962-04-13,مستقبل وطن,القليوبية,القليوبية,2015
409,عصام عبد العزيز على احمد خلاف,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=409,http://www.parliament.gov.eg/members/,1963-08-21,مستقل,بني سويف,بني سويف,2015
4117,احمد عبد الحميد عبد الحميد سيد احمد,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4117,http://www.parliament.gov.eg/members/,1973-05-01,النور,الاسكندرية,الاسكندرية,2015
4128,عماد جاد بدرس بدروس,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4128,http://www.parliament.gov.eg/members/,1961-08-17,المصريين الاحرار,الثانية,الثانية,2015
413,ايهاب احمد سيد بدوى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=413,http://www.parliament.gov.eg/members/,1967-08-24,مستقل,القاهرة,القاهرة,2015
4133,سوزي عدلي ناشد جرجس,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4133,http://www.parliament.gov.eg/members/,1962-11-16,مستقل,الرابعة,الرابعة,2015
4140,احمد خليل عبد العزيز خير الله,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4140,http://www.parliament.gov.eg/members/,1978-06-17,النور,الاسكندرية,الاسكندرية,2015
4162,مرتضى حسين ابراهيم حسين,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4162,http://www.parliament.gov.eg/members/,1978-03-30,حماة الوطن,أسيوط,أسيوط,2015
4164,محمد عبد الحي محمد العرابي,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4164,http://www.parliament.gov.eg/members/,1951-01-26,المؤتمر,الثانية,الثانية,2015
4165,ابو العباس فرحات محمود محمد تركى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4165,http://www.parliament.gov.eg/members/,1976-09-14,مستقل,الاسكندرية,الاسكندرية,2015
4166,الفت على كامل عبد الفتاح عبد المجيد,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4166,http://www.parliament.gov.eg/members/,1940-07-01,مصر الحديثة,الثانية,الثانية,2015
4167,عبد الفتاح محمد عبد الفتاح يحيى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4167,http://www.parliament.gov.eg/members/,1957-09-02,مستقبل وطن,الاسكندرية,الاسكندرية,2015
4168,مى محمد محمود ابو بكر البطران,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4168,http://www.parliament.gov.eg/members/,1975-05-28,مستقل,الثانية,الثانية,2015
4169,جمال عبد الناصر امين محمود عقبى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4169,http://www.parliament.gov.eg/members/,1958-10-09,مستقل,الثانية,الثانية,2015
4170,هند قبارى خميس الجبالى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4170,http://www.parliament.gov.eg/members/,1970-12-09,مستقل,الاسكندرية,الاسكندرية,2015
4171,مايسة احمد عطوة عبد الحميد,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4171,http://www.parliament.gov.eg/members/,1960-04-16,مستقل,الثانية,الثانية,2015
4172,منى منير رزق فتيان,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4172,http://www.parliament.gov.eg/members/,1964-05-18,مستقل,الثانية,الثانية,2015
4173,حسين حسن محمد خاطر,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4173,http://www.parliament.gov.eg/members/,1952-07-23,مستقل,الاسكندرية,الاسكندرية,2015
4174,غادة غريب محمود عجمي,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4174,http://www.parliament.gov.eg/members/,1965-04-26,مستقل,الثانية,الثانية,2015
4175,جهاد ابراهيم حنفي عبد الحميد,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4175,http://www.parliament.gov.eg/members/,1982-01-30,مستقل,الثانية,الثانية,2015
4176,سامح عبد المنعم خليل ابراهيم,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4176,http://www.parliament.gov.eg/members/,1978-08-29,المؤتمر,الاسكندرية,الاسكندرية,2015
4177,احمد سمير محمود علي,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4177,http://www.parliament.gov.eg/members/,1974-09-17,مستقبل وطن,الجيزة,الجيزة,2015
4178,سحر عزت محمد عبد القادر,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4178,http://www.parliament.gov.eg/members/,1958-11-19,مستقل,الثانية,الثانية,2015
4179,ياسمين احمد حسن ابو طالب,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4179,http://www.parliament.gov.eg/members/,1981-01-19,مستقل,الثانية,الثانية,2015
4180,محمد ابو فراج عطا محمد سليم,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4180,http://www.parliament.gov.eg/members/,1973-12-22,مستقبل وطن,الاسكندرية,الاسكندرية,2015
4181,اشرف عزيز اسكندر اسرائيل,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4181,http://www.parliament.gov.eg/members/,1960-02-17,الوفد الجديد,الثانية,الثانية,2015
4182,عبد الرحمن جمال عبد العال محمد,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4182,http://www.parliament.gov.eg/members/,1970-03-14,المصرى الديمقراطى الاجتماعى,أسيوط,أسيوط,2015
4183,هيام ابراهيم فتحي سعد,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4183,http://www.parliament.gov.eg/members/,1976-01-01,المؤتمر,الجيزة,الجيزة,2015
4184,نشوى حسين هاشم عبد اللطيف,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4184,http://www.parliament.gov.eg/members/,1973-01-07,مستقل,الثانية,الثانية,2015
4185,احمد احمد شكر عثمان,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4185,http://www.parliament.gov.eg/members/,1963-05-01,مستقل,أسيوط,أسيوط,2015
4186,سعد سعد رفاعي عبدالدايم,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4186,http://www.parliament.gov.eg/members/,1980-12-04,الوفد الجديد,الجيزة,الجيزة,2015
4187,مرفت ميشيل نصيف حنين,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4187,http://www.parliament.gov.eg/members/,1967-05-15,مستقل,الثانية,الثانية,2015
4188,هيثم ابو العز حسن على الحريرى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4188,http://www.parliament.gov.eg/members/,1976-10-06,مستقل,الاسكندرية,الاسكندرية,2015
4189,نهى خالد قايد محمود الحميلى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4189,http://www.parliament.gov.eg/members/,1990-04-30,مستقبل وطن,الثانية,الثانية,2015
