id,name,photo,source,date_of_birth,party,cons,area,term
4609,المعتز بالله على حامد النجار,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4609,http://www.parliament.gov.eg/members/,1970-12-05,الوفد الجديد,البحيرة,البحيرة,2015
4610,سناء انور محمد برغش,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4610,http://www.parliament.gov.eg/members/,1968-02-04,مستقل,البحيرة,البحيرة,2015
4611,عصام ابراهيم محمد الفقى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4611,http://www.parliament.gov.eg/members/,1966-06-01,مستقل,البحيرة,البحيرة,2015
4612,بدوى قرني معوض مشرف,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4612,http://www.parliament.gov.eg/members/,1957-07-22,مستقبل وطن,بني سويف,بني سويف,2015
4613,اسامة السيد محمود سعد الازهرى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4613,http://www.parliament.gov.eg/members/,1976-07-16,مستقل,"","",2015
4614,خالد حنفى جمعة محمد,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4614,http://www.parliament.gov.eg/members/,1972-08-01,مستقل,"","",2015
4615,عبد الفتاح احمد سراج الدين,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4615,http://www.parliament.gov.eg/members/,1967-12-24,مستقل,"","",2015
4616,كريم عبد الكريم درويش,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4616,http://www.parliament.gov.eg/members/,1965-06-01,مستقل,"","",2015
4617,اشرف محى الدين العربى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4617,http://www.parliament.gov.eg/members/,1959-06-25,مستقل,"","",2015
4618,جمال السيد محمد شيحة,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4618,http://www.parliament.gov.eg/members/,1957-12-31,مستقل,"","",2015
4619,عمرو عادل محمود صدقى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4619,http://www.parliament.gov.eg/members/,1957-10-03,مستقل,"","",2015
4620,حسين محمد احمد عيسى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4620,http://www.parliament.gov.eg/members/,1956-08-19,مستقل,"","",2015
4621,السيد عبد العال مصطفى كامل عبد المجيد,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4621,http://www.parliament.gov.eg/members/,1952-12-15,التجمع الوطنى التقدمى,"","",2015
4622,السيد على احمد فليفل,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4622,http://www.parliament.gov.eg/members/,1950-08-27,مستقل,"","",2015
4623,حسن السيد محمد بسيونى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4623,http://www.parliament.gov.eg/members/,1945-10-13,مستقل,"","",2015
4624,محمد يوسف يوسف القعيد,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4624,http://www.parliament.gov.eg/members/,1944-04-02,مستقل,"","",2015
4625,سرى محمود حسين صيام,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4625,http://www.parliament.gov.eg/members/,1941-04-18,مستقل,"","",2015
4626,بهاء الدين بدر عبد الرحيم حسن ابو شقة,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4626,http://www.parliament.gov.eg/members/,1938-04-02,الوفد الجديد,"","",2015
4627,كارولين امازيس ماهر يسرى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4627,http://www.parliament.gov.eg/members/,1986-01-22,مستقل,"","",2015
4628,رانيا عمرو مصطفى علوانى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4628,http://www.parliament.gov.eg/members/,1977-10-14,مستقل,"","",2015
4629,ماريان امير روفائيل عازر,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4629,http://www.parliament.gov.eg/members/,1977-09-06,مستقل,"","",2015
4630,ماجده السيد محمد بكرى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4630,http://www.parliament.gov.eg/members/,1974-05-09,مستقل,"","",2015
4631,دعاء الصاوى يوسف سليمان,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4631,http://www.parliament.gov.eg/members/,1974-04-18,مستقل,"","",2015
4632,جهاد جلال انيس عامر,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4632,http://www.parliament.gov.eg/members/,1973-10-14,مستقل,"","",2015
4633,هالة محمد سلطان احمد ابو على,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4633,http://www.parliament.gov.eg/members/,1972-07-12,مستقل,"","",2015
4634,شيرين ابراهيم حسن فراج,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4634,http://www.parliament.gov.eg/members/,1971-09-01,مستقل,"","",2015
4635,رشا احمد على اسماعيل,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4635,http://www.parliament.gov.eg/members/,1971-06-15,مستقل,"","",2015
4636,جليلة عثمان عبد اللطيف حفناوى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4636,http://www.parliament.gov.eg/members/,1957-01-08,مستقل,"","",2015
4637,مهجة غالب عبد الرحمن هاشم,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4637,http://www.parliament.gov.eg/members/,1955-07-17,مستقل,"","",2015
4638,أنيسة محمد عصام الدين حسونه,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4638,http://www.parliament.gov.eg/members/,1953-01-22,مستقل,"","",2015
4639,بسند احمد فهمى محمد فهمى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4639,http://www.parliament.gov.eg/members/,1951-03-04,مستقل,"","",2015
4640,لميس جابر بشاى حنين,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4640,http://www.parliament.gov.eg/members/,1947-08-13,مستقل,"","",2015
4641,نادر مصطفى احمد صديق,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4641,http://www.parliament.gov.eg/members/,1979-01-01,مستقل,الأولى,الأولى,2015
4642,محمد ناجح حسب النبى محمد الشورى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4642,http://www.parliament.gov.eg/members/,1979-01-14,الاتحاد,الدقهلية,الدقهلية,2015
4643,عبير محمد سمير حسن,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=4643,http://www.parliament.gov.eg/members/,1966-07-04,مستقل,الفيوم,الفيوم,2015
469,احمد امبابى لملوم,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=469,http://www.parliament.gov.eg/members/,1954-01-01,مستقبل وطن,المنيا,المنيا,2015
490,على رياض عبد العظيم على,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=490,http://www.parliament.gov.eg/members/,1955-04-11,الوفد الجديد,بني سويف,بني سويف,2015
517,مديح سيد عمار زناتى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=517,http://www.parliament.gov.eg/members/,1963-10-01,الشعب الجمهورى,أسيوط,أسيوط,2015
549,السيد مجدى معتمد محمد سعداوى,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=549,http://www.parliament.gov.eg/members/,1958-12-30,المصريين الاحرار,المنيا,المنيا,2015
94,محمود عثمان احمد عثمان,http://www.parliament.gov.eg/members/ImageVB.aspx?ImageID=94,http://www.parliament.gov.eg/members/,1948-11-10,مستقل,الاسماعيلية,الاسماعيلية,2015
