id,name,sort_name,email,twitter,facebook,group,group_id,area_id,area,chamber,term,start_date,end_date,image,gender,wikidata,wikidata_group,wikidata_area
ccf05e30-f369-49c9-917f-510ee6766e9e,Bill Luxton,Bill Luxton,,,,Independent,independent,ocd-division/country:fk/constituency:camp,Camp,Legislative Assembly,2009,,,,male,Q4909978,Q327591,
f655253e-b162-44e4-8fa2-dcebf45c1a12,Emma Edwards,Emma Edwards,,,,Independent,independent,ocd-division/country:fk/constituency:stanley,Stanley,Legislative Assembly,2009,,,,female,Q5372789,Q327591,
24243411-aafc-45be-aafc-ce62c900649a,Gavin Short,Gavin Short,,gav424,,Independent,independent,ocd-division/country:fk/constituency:stanley,Stanley,Legislative Assembly,2009,,,http://www.falklands.gov.fk/assets/GS-2-199x300.jpg,male,Q5528273,Q327591,
d41bcdf3-fbc7-41b3-bf6d-9eea9fb14eda,Glenn Ross,Glenn Ross,,,,Independent,independent,ocd-division/country:fk/constituency:stanley,Stanley,Legislative Assembly,2009,,,,male,Q5569080,Q327591,
fa4140f8-71db-4b71-ad2c-90a9b97b7b62,Jan Cheek,Jan Cheek,,,,Independent,independent,ocd-division/country:fk/constituency:stanley,Stanley,Legislative Assembly,2009,,,http://www.falklands.gov.fk/assets/DSC_04761-211x300.jpg,female,Q6148688,Q327591,
703da422-37f4-4d1b-b1c3-4a4dab06e85f,Richard Sawle,Richard Sawle,,,,Independent,independent,ocd-division/country:fk/constituency:stanley,Stanley,Legislative Assembly,2009,,,https://upload.wikimedia.org/wikipedia/commons/e/e4/Dick_Sawle.jpg,male,Q5273340,Q327591,
d3c80e80-b547-44b6-84a2-6b52d4a72ed3,Roger Edwards,Roger Edwards,,,,Independent,independent,ocd-division/country:fk/constituency:camp,Camp,Legislative Assembly,2009,,,http://www.falklands.gov.fk/assets/Roger-Edwards-2-209x300.jpg,male,Q15729963,Q327591,
7310dcc9-af69-4a8b-b7da-780dbb59a8e8,Sharon Halford,Sharon Halford,,,,Independent,independent,ocd-division/country:fk/constituency:camp,Camp,Legislative Assembly,2009,,,https://upload.wikimedia.org/wikipedia/commons/f/fa/Sharon_Halford.jpg,female,Q7490080,Q327591,
