id,label,description,type
Q1430943,Prime Minister of Jamaica,Jamaica's head of government,cabinet
Q21290859,Member of the House of Representatives of Jamaica,"",self
Q6508542,Leader of the Opposition,parliamentary position of Jamaica,self
