id,label,description,type
Q12379704,Prime Minister of Belarus,,cabinet
Q18690166,First Deputy Prime Minister of the Republic of Belarus,,cabinet
Q18690228,Deputy Prime Minister of the Republic of Belarus,,cabinet
Q2045068,Minister of Foreign Affairs of Belarus,,cabinet
Q14335901,member of the House of Representatives of Belarus,"",self
