id,name,start_date,end_date,constituency,constituency_id,party,party_id,term
Q47529991,Emmanuel Nkosinathi Mthethwa,2014-05-21,"",,,African National Congress,Q83162,26
Q47529992,Emmanuel Ramaotoana Kebby Maphatsoe,2014-05-21,"",,,African National Congress,Q83162,26
Q47529993,Lynette Brown,2014-05-21,"",,,African National Congress,Q83162,26
Q47529995,Kgwaridi Buti Manamela,2014-05-21,"",,,African National Congress,Q83162,26
Q47529996,Zoliswa Albertina Kota-Fredericks,2014-05-21,"",Western Cape,Q127167,African National Congress,Q83162,26
Q47529998,Tshililo Michael Masutha,2014-05-21,"",,,African National Congress,Q83162,26
Q47529999,Mildred Nelisiwe Oliphant,2014-05-21,"",,,African National Congress,Q83162,26
Q47530001,Thembelani Waltermade Nxesi,2014-05-21,"",,,African National Congress,Q83162,26
Q47530002,Barbara Thomson,2014-05-21,"",KwaZulu-Natal,Q81725,African National Congress,Q83162,26
Q47530003,Kopeng Obed Bapela,2014-05-21,"",,,African National Congress,Q83162,26
Q47530006,Leonard Jones Basson,2014-05-21,"",,,Democratic Alliance,Q761877,26
Q47530007,Phumzile Bhengu-Kombe,2014-05-21,"",KwaZulu-Natal,Q81725,African National Congress,Q83162,26
Q47530008,Mnyamezeli Shedrack Booi,2014-05-21,"",,,African National Congress,Q83162,26
Q47530010,Fatima Ismail Chohan,2014-05-21,"",,,African National Congress,Q83162,26
Q47530011,Siyabonga Cyprian Cwele,2014-05-21,"",,,African National Congress,Q83162,26
Q47530012,Bridget Staff Masango,2014-05-21,"",Gauteng,Q133083,Democratic Alliance,Q761877,26
Q47530014,Bathabile Olive Dlamini,2014-05-21,"",,,African National Congress,Q83162,26
Q47530015,Zephroma Sizani Dlamini-Dubazana,2014-05-21,"",KwaZulu-Natal,Q81725,African National Congress,Q83162,26
Q47530017,Beauty Nomvuzo Dlulane,2014-05-21,"",,,African National Congress,Q83162,26
Q47530018,Nelson Themba Godi,2014-05-21,"",,,African People's Convention,Q384266,26
Q47530020,Derek André Hanekom,2014-05-21,"",,,African National Congress,Q83162,26
Q47530021,Zelda Jongbloed,2014-05-21,"",,,Democratic Alliance,Q761877,26
Q47530023,Adrian John Williams,2014-05-21,"",,,African National Congress,Q83162,26
Q47530024,Robert Alfred Lees,2014-05-21,"",,,Democratic Alliance,Q761877,26
Q47530025,James Robert Bourne Lorimer,2014-05-21,"",,,Democratic Alliance,Q761877,26
Q47530027,Xitlhangoma Mabasa,2014-05-21,"",Gauteng,Q133083,African National Congress,Q83162,26
Q47530028,Hope Helene Malgas,2014-05-21,"",Eastern Cape,Q130840,African National Congress,Q83162,26
Q47530029,Lindiwe Michelle Maseko,2014-05-21,"",Gauteng,Q133083,African National Congress,Q83162,26
Q47530031,Nkosiyakhe Amos Masondo,2014-05-21,"",Gauteng,Q133083,African National Congress,Q83162,26
Q47530032,Cassel Charlie Mathale,2014-05-21,"",,,African National Congress,Q83162,26
Q47530033,David John Maynier,2014-05-21,"",,,Democratic Alliance,Q761877,26
Q47530035,Fikile April Mbalula,2014-05-21,"",,,African National Congress,Q83162,26
Q47530037,Zakhele Njabulo Mbhele,2014-05-21,"",Western Cape,Q127167,Democratic Alliance,Q761877,26
Q47530039,Mzameni Richard Mdakane,2014-05-21,"",Gauteng,Q133083,African National Congress,Q83162,26
Q47530040,Ntombovuyo Veronica Mente,2014-05-21,"",,,Economic Freedom Fighters,Q15613585,26
Q47530041,Kenneth Raselabe Joseph Meshoe,2014-05-21,"",,,African Christian Democratic Party,Q268613,26
Q47530043,Beatrice Thembekile Ngcobo,2014-05-21,"",KwaZulu-Natal,Q81725,African National Congress,Q83162,26
Q47530044,Maite Emily Nkoana-Mashabane,2014-05-21,"",,,African National Congress,Q83162,26
Q47530046,Nthibane Rebecca Mokoto,2014-05-21,"",North West,Q165956,African National Congress,Q83162,26
Q47530047,Gaolatlhe Godfrey Oliphant,2014-05-21,"",,,African National Congress,Q83162,26
Q47530048,Mathume Joseph Phaahla,2014-05-21,"",,,African National Congress,Q83162,26
Q47530049,Pakishe Aaron Motsoaledi,2014-05-21,"",,,African National Congress,Q83162,26
Q47530050,Jackson Mphikwa Mthembu,2014-05-21,"",,,African National Congress,Q83162,26
Q47530051,Azwihangwisi Faith Muthambi,2014-05-21,"",,,African National Congress,Q83162,26
Q47530052,Hendrik Cornelus Schmidt,2014-05-21,"",Gauteng,Q133083,Democratic Alliance,Q761877,26
Q47530053,Cornelia Carol September,2014-05-21,"",,,African National Congress,Q83162,26
Q47530055,Dikeledi Rebecca Tsotetsi,2014-05-21,"",Gauteng,Q133083,African National Congress,Q83162,26
Q47530056,Mtikeni Patrick Sibande,2014-05-21,"",,,African National Congress,Q83162,26
Q47530057,Brandon Rodney Topham,2014-05-21,"",,,Democratic Alliance,Q761877,26
Q47530058,Solomon Lechesa Tsenoli,2014-05-21,"",,,African National Congress,Q83162,26
Q47530059,Hlomane Patrick Chauke,2014-05-21,"",North West,Q165956,African National Congress,Q83162,26
Q47530060,Andricus Pieter Van der Westhuizen,2014-05-21,"",Western Cape,Q127167,Democratic Alliance,Q761877,26
Q47530061,James Vos,2014-05-21,"",,,Democratic Alliance,Q761877,26
Q47530063,Lindiwe Daphne Zulu,2014-05-21,"",,,African National Congress,Q83162,26
Q47530065,Knowledge Malusi Nkanyezi Gigaba,2014-05-21,"",,,African National Congress,Q83162,26
Q47530067,Hildah Vangile Nyambi,2014-05-21,"",,,African National Congress,Q83162,26
Q47530068,Dipuo Bertha Letsatsi-Duba,2014-05-21,"",,,African National Congress,Q83162,26
Q47530070,Mbuyiseni Quintin Ndlozi,2014-05-21,"",,,Economic Freedom Fighters,Q15613585,26
Q47530071,Choloane David Matsepe,2014-05-21,"",Limpopo,Q134907,Democratic Alliance,Q761877,26
Q47530073,Marian Robin Shinn,2014-05-21,"",Western Cape,Q127167,Democratic Alliance,Q761877,26
Q47530074,Christian Hans Heinrich Hunsinger,2014-05-21,"",Western Cape,Q127167,Democratic Alliance,Q761877,26
Q47530076,Mduduzi Comfort Manana,2014-05-21,"",,,African National Congress,Q83162,26
Q47530077,Hlengiwe Buhle Mkhize,2014-05-21,"",,,African National Congress,Q83162,26
Q47530078,Mmusi Aloysias Maimane,2014-05-21,"",Gauteng,Q133083,Democratic Alliance,Q761877,26
Q47530080,Mathole Serofo Motshekga,2014-05-21,"",,,African National Congress,Q83162,26
Q47530136,Ink Russel Cebekhulu,2014-05-21,"",KwaZulu-Natal,Q81725,Inkatha Freedom Party,Q654444,26
Q47530161,Bertha Peace Mabe,2014-05-21,"",,,African National Congress,Q83162,26
Q47536490,Hendrik Christiaan Crafford Krüger,2014-05-21,"",Mpumalanga,Q132410,Democratic Alliance,Q761877,26
Q47536522,Sheilla Tembalam Xego,2014-05-21,"",Eastern Cape,Q130840,African National Congress,Q83162,26
Q47536761,Christian Themba Msimang,2014-05-21,"",,,Inkatha Freedom Party,Q654444,26
Q47536774,Mmabatho Olive Mokause,2014-05-21,"",,,Economic Freedom Fighters,Q15613585,26
Q47536775,Elsabe Natasha Ntlangwini,2014-05-21,"",,,Economic Freedom Fighters,Q15613585,26
Q47536776,Mathews Wolmarans,2014-05-21,"",,,African National Congress,Q83162,26
Q47536780,Nhlanhlakayise Moses Khubisa,2014-05-21,"",,,National Freedom Party,Q6972795,26
Q47536782,Liezl Linda van der Merwe,2014-05-21,"",,,Inkatha Freedom Party,Q654444,26
Q47536785,Pieter Willem Adriaan Mulder,2014-05-21,"",,,Freedom Front Plus,Q510163,26
Q47536786,Shadrack Lapologang Tlhaole,2014-05-21,"",,,Economic Freedom Fighters,Q15613585,26
Q47536788,Nosiviwe Noluthando Nqakula,2014-05-21,"",,,African National Congress,Q83162,26
Q47536789,Mzingisi Marshall Dlamini,2014-05-21,"",,,Economic Freedom Fighters,Q15613585,26
Q47536792,Thembisile Cheryl Majola-Embalo,2014-05-21,"",,,African National Congress,Q83162,26
Q47536793,Sfiso Norbert Buthelezi,2014-05-21,"",,,African National Congress,Q83162,26
Q47536797,Ellen Nnana Ntsitse Molekane,2014-05-21,"",,,African National Congress,Q83162,26
Q47536813,Makgathatso Charlotte Chana Pilane-Majake,2014-05-21,"",Gauteng,Q133083,African National Congress,Q83162,26
Q47536832,Manuel Simão Franca De Freitas,2014-05-21,"",,,Democratic Alliance,Q761877,26
Q47536839,Phumzile Thelma Van Damme,2014-05-21,"",,,Democratic Alliance,Q761877,26
Q47536847,Moses Sipho Mbatha,2014-05-21,"",Gauteng,Q133083,Economic Freedom Fighters,Q15613585,26
Q47536864,Thabo Moses Manyoni,2014-05-21,"",,,African National Congress,Q83162,26
Q47536876,Nomzamo Winfred Madikizela-Mandela,2014-05-21,"",,,African National Congress,Q83162,26
Q47536884,Thabang Sampson Phathakge Makwetla,2014-05-21,"",,,African National Congress,Q83162,26
Q47536906,Natasha Wendy Anita Mazzone,2014-05-21,"",,,Democratic Alliance,Q761877,26
Q47536916,Masefele Rosalia Morutoa,2014-05-21,"",Gauteng,Q133083,African National Congress,Q83162,26
Q47536937,Reiney Thamie Hugo,2014-05-21,"",,,Democratic Alliance,Q761877,26
Q47536946,Thandi Vivian Tobias,2014-05-21,"",,,African National Congress,Q83162,26
Q47536952,Matsie Angelina Motshekga,2014-05-21,"",,,African National Congress,Q83162,26
Q4768956,Annelie Lotriet,2014-05-21,"",,,Democratic Alliance,Q761877,26
Q4769095,Annette Lovemore,"","",,,,,26
Q5081288,Charles Nqakula,2014-05-21,"",,,African National Congress,Q83162,26
Q5257754,Denise Robinson,2014-05-21,"",,,Democratic Alliance,Q761877,26
Q5331984,Ebrahim Patel,2014-05-21,"",,,African National Congress,Q83162,26
Q554131,Mangosuthu Buthelezi,2014-05-21,"",,,Inkatha Freedom Party,Q654444,26
Q561279,Pravin Gordhan,2014-05-21,"",,,African National Congress,Q83162,26
Q592604,Dianne Kohler Barnard,2014-05-21,"",,,Democratic Alliance,Q761877,26
Q6142922,James Selfe,2014-05-21,"",Western Cape,Q127167,Democratic Alliance,Q761877,26
Q6216362,Johanna Edwards,2014-05-21,"",North West,Q165956,Democratic Alliance,Q761877,26
Q6525655,Leonard Ramatlakane,2014-05-21,"",,,African National Congress,Q83162,26
Q6738820,Makashule Gana,"","",,,,,26
Q6849224,Mike Waters,2014-05-21,"",Gauteng,Q133083,Democratic Alliance,Q761877,26
Q6891175,Mohamed Enver Surty,2014-05-21,"",,,African National Congress,Q83162,26
Q7061817,Nosimo Balindlela,"","",,,,,26
Q7192856,Pieter van Dalen,2014-05-21,"",,,Democratic Alliance,Q761877,26
Q730472,Bantu Holomisa,2014-05-21,"",,,United Democratic Movement,Q1788070,26
Q7461662,Shahid Esau,2014-05-21,"",Western Cape,Q127167,Democratic Alliance,Q761877,26
Q7615479,Stevens Mokgalapa,2014-05-21,"",,,Democratic Alliance,Q761877,26
Q7648369,Susan Shabangu,2014-05-21,"",,,African National Congress,Q83162,26
Q8015883,William Mothipa Madisha,2014-05-21,"",,,Congress of the People,Q1125988,26
Q804894,Baleka Mbete,2014-05-21,"",,,African National Congress,Q83162,26
Q982259,Mosiuoa Lekota,2014-05-21,"",,,Congress of the People,Q1125988,26
