id,name,sort_name,given_name,family_name,name__ar,party,party_id,party__ar,constituency,province,start_date,end_date,gender,name__en,term
359,Abdellah Alaoui,Alaoui Abdellah,Abdellah,Alaoui,عبدالله العلوي,Parti de l'Union Constitutionnelle,UC,حزب الاتحاد الدستوري,CHEFCHAOUEN,CHEFCHAOUEN,2016-10-07,,,Abdellah Alaoui,10
36,Abdellah Hennaoui,Hennaoui Abdellah,Abdellah,Hennaoui,عبد الله هناوي,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,ERRACHIDIA,ERRACHIDIA,2016-10-07,,,Abdellah Hennaoui,10
360,Mohamed Zemmouri,Zemmouri Mohamed,Mohamed,Zemmouri,محمد الزموري,Parti de l'Union Constitutionnelle,UC,حزب الاتحاد الدستوري,TANGER-ASSILAH,TANGER-ASSILAH,2016-10-07,,,Mohamed Zemmouri,10
361,Hachem Amine Chafik,Chafik Hachem Amine,Hachem Amine,Chafik,هاشم أمين الشفيق,Parti de l'Union Constitutionnelle,UC,حزب الاتحاد الدستوري,MEDIOUNA,MEDIOUNA,2016-10-07,,,Hachem Amine Chafik,10
362,Abdelaziz Ouadki,Ouadki Abdelaziz,Abdelaziz,Ouadki,عبدالعزيز الودكي,Parti de l'Union Constitutionnelle,UC,حزب الاتحاد الدستوري,LARACHE,LARACHE,2016-10-07,,,Abdelaziz Ouadki,10
363,Mohamed Zekrani,Zekrani Mohamed,Mohamed,Zekrani,محمد زكراني,Parti de l'Union Constitutionnelle,UC,حزب الاتحاد الدستوري,KHOURIBGA,KHOURIBGA,2016-10-07,,,Mohamed Zekrani,10
364,Mouloud Bourkayou,Bourkayou Mouloud,Mouloud,Bourkayou,مولود بركايو,Parti de l'Union Constitutionnelle,UC,حزب الاتحاد الدستوري,BZOU - OUAOUIZEGHT,AZILAL,2016-10-07,,,Mouloud Bourkayou,10
365,Khadija Ziyani,Ziyani Khadija,Khadija,Ziyani,خديجة الزياني,Parti de l'Union Constitutionnelle,UC,حزب الاتحاد الدستوري,National,Liste Nationale,2016-10-07,,female,Khadija Ziyani,10
366,Ghizlane Merzouki,Merzouki Ghizlane,Ghizlane,Merzouki,غزلان مرزوقي,Parti de l'Union Constitutionnelle,UC,حزب الاتحاد الدستوري,National,Liste Nationale,2016-10-07,,female,Ghizlane Merzouki,10
367,Hajar Elmaski,Elmaski Hajar,Hajar,Elmaski,هاجر المسقي,Parti de l'Union Constitutionnelle,UC,حزب الاتحاد الدستوري,National,Liste Nationale,2016-10-07,,female,Hajar Elmaski,10
368,Karim Chaoui,Chaoui Karim,Karim,Chaoui,كريم شاوي,Parti de l'Union Constitutionnelle,UC,حزب الاتحاد الدستوري,National,Liste Nationale,2016-10-07,,,Karim Chaoui,10
369,Elhabib Elmalki,Elmalki Elhabib,Elhabib,Elmalki,الحبيب المالكي,Union Socialiste des Forces Populaires,USFP,حزب الاتحاد الاشتراكي للقوات الشعبية,KHOURIBGA,KHOURIBGA,2016-10-07,,,Elhabib Elmalki,10
37,Lahcen Ouaari,Ouaari Lahcen,Lahcen,Ouaari,لحسن واعري,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,ZAGORA,ZAGORA,2016-10-07,,,Lahcen Ouaari,10
370,Bahloul Rachid,Rachid Bahloul,Bahloul,Rachid,رشيد البهلول,Union Socialiste des Forces Populaires,USFP,حزب الاتحاد الاشتراكي للقوات الشعبية,SETTAT,SETTAT,2016-10-07,,,Bahloul Rachid,10
371,Mohamed Zahraoui,Zahraoui Mohamed,Mohamed,Zahraoui,محمد الزهراوي,Union Socialiste des Forces Populaires,USFP,حزب الاتحاد الاشتراكي للقوات الشعبية,EL JADIDA,EL JADIDA,2016-10-07,,,Mohamed Zahraoui,10
372,Abdelwahad Radi,Radi Abdelwahad,Abdelwahad,Radi,عبد الواحد الراضي,Union Socialiste des Forces Populaires,USFP,حزب الاتحاد الاشتراكي للقوات الشعبية,SIDI SLIMANE,SIDI SLIMANE,2016-10-07,,,Abdelwahad Radi,10
373,Mohamed Melahi,Melahi Mohamed,Mohamed,Melahi,محمد الملاحي,Union Socialiste des Forces Populaires,USFP,حزب الاتحاد الاشتراكي للقوات الشعبية,TETOUAN,TETOUAN,2016-10-07,,,Mohamed Melahi,10
374,Mohamed Ahouit,Ahouit Mohamed,Mohamed,Ahouit,محمد أحويط,Union Socialiste des Forces Populaires,USFP,حزب الاتحاد الاشتراكي للقوات الشعبية,OUEZZANE,OUEZZANE,2016-10-07,,,Mohamed Ahouit,10
375,Mohamed Mellal,Mellal Mohamed,Mohamed,Mellal,محمد ملال,Union Socialiste des Forces Populaires,USFP,حزب الاتحاد الاشتراكي للقوات الشعبية,ESSAOUIRA,ESSAOUIRA,2016-10-07,,,Mohamed Mellal,10
376,Driss Chtibi,Chtibi Driss,Driss,Chtibi,ادريس اشطيبي,Union Socialiste des Forces Populaires,USFP,حزب الاتحاد الاشتراكي للقوات الشعبية,SEFROU,SEFROU,2016-10-07,,,Driss Chtibi,10
377,Mohamed Belafkih,Belafkih Mohamed,Mohamed,Belafkih,محمد بلفقيه,Union Socialiste des Forces Populaires,USFP,حزب الاتحاد الاشتراكي للقوات الشعبية,SIDI IFNI,SIDI IFNI,2016-10-07,,,Mohamed Belafkih,10
378,Nabil Sabri,Sabri Nabil,Nabil,Sabri,نبيل صبري,Union Socialiste des Forces Populaires,USFP,حزب الاتحاد الاشتراكي للقوات الشعبية,KHENIFRA,KHENIFRA,2016-10-07,,,Nabil Sabri,10
379,Mohamed Elhabib Nazoumi,Nazoumi Mohamed Elhabib,Mohamed Elhabib,Nazoumi,محمد الحبيب نازومي,Union Socialiste des Forces Populaires,USFP,حزب الاتحاد الاشتراكي للقوات الشعبية,GUELMIM,GUELMIM,2016-10-07,,,Mohamed Elhabib Nazoumi,10
38,Omar Ahmine,Ahmine Omar,Omar,Ahmine,عمر احمين,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,MIDELT,MIDELT,2016-10-07,,,Omar Ahmine,10
380,Hamdi Ouaissi,Ouaissi Hamdi,Hamdi,Ouaissi,حمدي ويسي,Union Socialiste des Forces Populaires,USFP,حزب الاتحاد الاشتراكي للقوات الشعبية,ASSA - ZAG,ASSA - ZAG,2016-10-07,,,Hamdi Ouaissi,10
381,Abdelfettah Ahl Elmekki,Ahl Elmekki Abdelfettah,Abdelfettah,Ahl Elmekki,عبد الفتاح أهل المكي,Union Socialiste des Forces Populaires,USFP,حزب الاتحاد الاشتراكي للقوات الشعبية,AOUSSERD,AOUSSERD,2016-10-07,,,Abdelfettah Ahl Elmekki,10
382,Cherkaoui Znaydi,Znaydi Cherkaoui,Cherkaoui,Znaydi,الشرقاوي الزنايدي,Union Socialiste des Forces Populaires,USFP,حزب الاتحاد الاشتراكي للقوات الشعبية,FQUIH BEN SALAH,FQUIH BEN SALAH,2016-10-07,,,Cherkaoui Znaydi,10
383,Hanane Rihab,Rihab Hanane,Hanane,Rihab,حنان رحاب,Union Socialiste des Forces Populaires,USFP,حزب الاتحاد الاشتراكي للقوات الشعبية,National,Liste Nationale,2016-10-07,,,Hanane Rihab,10
384,Cheqran Imam,Imam Cheqran,Cheqran,Imam,إمام شقران,Union Socialiste des Forces Populaires,USFP,حزب الاتحاد الاشتراكي للقوات الشعبية,National,Liste Nationale,2016-10-07,,,Cheqran Imam,10
385,Ibtissam Meras,Meras Ibtissam,Ibtissam,Meras,ابتسام مراس,Union Socialiste des Forces Populaires,USFP,حزب الاتحاد الاشتراكي للقوات الشعبية,National,Liste Nationale,2016-10-07,,female,Ibtissam Meras,10
386,Mina Talbi,Talbi Mina,Mina,Talbi,مينة الطالبي,Union Socialiste des Forces Populaires,USFP,حزب الاتحاد الاشتراكي للقوات الشعبية,National,Liste Nationale,2016-10-07,,female,Mina Talbi,10
387,Fatiha Sedas,Sedas Fatiha,Fatiha,Sedas,فتيحة سداس,Union Socialiste des Forces Populaires,USFP,حزب الاتحاد الاشتراكي للقوات الشعبية,National,Liste Nationale,2016-10-07,,female,Fatiha Sedas,10
388,Saadia Bensahli,Bensahli Saadia,Saadia,Bensahli,السعدية بن سهلي,Union Socialiste des Forces Populaires,USFP,حزب الاتحاد الاشتراكي للقوات الشعبية,National,Liste Nationale,2016-10-07,,female,Saadia Bensahli,10
389,Abdessamad Archane,Archane Abdessamad,Abdessamad,Archane,عبد الصمد عرشان,Mouvement Démocratique et Social,MDS,حزب الحركة الديمقراطية الاجتماعية,TIFELT - ROMMANI,KHEMISSET,2016-10-07,,,Abdessamad Archane,10
39,Essaid Essadeq,Essadeq Essaid,Essaid,Essadeq,السعيد الصادق,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,OUARZAZATE,OUARZAZATE,2016-10-07,,,Essaid Essadeq,10
390,Touhami Elmaski,Elmaski Touhami,Touhami,Elmaski,التهامي المسقي,Mouvement Démocratique et Social,MDS,حزب الحركة الديمقراطية الاجتماعية,SAFI,SAFI,2016-10-07,,,Touhami Elmaski,10
391,Mohamed Amghar,Amghar Mohamed,Mohamed,Amghar,أحمد أمغار,Mouvement Démocratique et Social,MDS,حزب الحركة الديمقراطية الاجتماعية,TAZA,TAZA,2016-10-07,,,Mohamed Amghar,10
392,Mustapha Chennaoui,Chennaoui Mustapha,Mustapha,Chennaoui,مصطفى شناوي,La Fédération de la gauche démocratique,FGD,فيدرالية اليسار الديمقراطي,CASABLANCA - ANFA,CASABLANCA - ANFA,2016-10-07,,,Mustapha Chennaoui,10
393,Omar Balafrej,Balafrej Omar,Omar,Balafrej,عمر بلافريج,La Fédération de la gauche démocratique,FGD,فيدرالية اليسار الديمقراطي,RABAT- MOUHET,RABAT,2016-10-07,,,Omar Balafrej,10
394,Abderrazzak Nait Idbou,Nait Idbou Abderrazzak,Abderrazzak,Nait Idbou,عبد الرزاق نايت ادبو,Parti de l'Unité et de la Démocratie,PUD,حزب الوحدة والديمقراطية,AZILAL - DEMNATE,AZILAL,2016-10-07,,,Abderrazzak Nait Idbou,10
395,Amr Ouiddi,Ouiddi Amr,Amr,Ouiddi,عمر ودي,Parti de la Gauche Verte marocain,PGVM,حزب اليسار الأخضر المغربي,ERRACHIDIA,ERRACHIDIA,2016-10-07,,,Amr Ouiddi,10
4,Abdellatif Naciri,Naciri Abdellatif,Abdellatif,Naciri,عبد اللطيف الناصري,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,AIN CHOK,AIN CHOK,2016-10-07,,,Abdellatif Naciri,10
40,Ahmed Sidki,Sidki Ahmed,Ahmed,Sidki,أحمد صدقي,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,TINGHIR,TINGHIR,2016-10-07,,,Ahmed Sidki,10
41,Cherki Ghoulmi,Ghoulmi Cherki,Cherki,Ghoulmi,الشرقي الغلمي,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,KHOURIBGA,KHOURIBGA,2016-10-07,,,Cherki Ghoulmi,10
42,Lahcen Daoudi,Daoudi Lahcen,Lahcen,Daoudi,لحسن الداودي,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,BENI - MELLAL,BENI - MELLAL,2016-10-07,,,Lahcen Daoudi,10
43,Mohamed Merzouk,Merzouk Mohamed,Mohamed,Merzouk,محمد مرزوق,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,BENI - MELLAL,BENI - MELLAL,2016-10-07,,,Mohamed Merzouk,10
44,Khaled Tkoukin,Tkoukin Khaled,Khaled,Tkoukin,خالد تيكوكين,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,AZILAL - DEMNATE,AZILAL,2016-10-07,,,Khaled Tkoukin,10
45,Bouabid Lbida,Lbida Bouabid,Bouabid,Lbida,بوعبيد لبيدة,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,FQUIH BEN SALAH,FQUIH BEN SALAH,2016-10-07,,,Bouabid Lbida,10
46,Brahim Daif,Daif Brahim,Brahim,Daif,ابراهيم الضعيف,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,LAAYOUNE,LAAYOUNE,2016-10-07,,,Brahim Daif,10
47,Ali Rezma,Rezma Ali,Ali,Rezma,علي الرزمة,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,TARFAYA,TARFAYA,2016-10-07,,,Ali Rezma,10
48,Omar Boumriss,Boumriss Omar,Omar,Boumriss,عمر بومريس,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,SIDI IFNI,SIDI IFNI,2016-10-07,,,Omar Boumriss,10
49,Azzouha Elarrak,Elarrak Azzouha,Azzouha,Elarrak,العراك عزها,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,DAKHLA,DAKHLA,2016-10-07,,,Azzouha Elarrak,10
5,Mustapha Elhaya,Elhaya Mustapha,Mustapha,Elhaya,مصطفى الحيا,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,MOULAY RACHID,MOULAY RACHID,2016-10-07,,,Mustapha Elhaya,10
50,Abdellah Hamel,Hamel Abdellah,Abdellah,Hamel,عبدالله هامل,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,OUJDA-ANJAD,OUJDA-ANJAD,2016-10-07,,,Abdellah Hamel,10
51,Mohamed Elotmani,Elotmani Mohamed,Mohamed,Elotmani,محمد عثماني,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,OUJDA-ANJAD,OUJDA-ANJAD,2016-10-07,,,Mohamed Elotmani,10
52,Farouk Tahiri,Tahiri Farouk,Farouk,Tahiri,فاروق الطاهيري,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,NADOR,NADOR,2016-10-07,,,Farouk Tahiri,10
53,Mustapha El Qori,El Qori Mustapha,Mustapha,El Qori,مصطفى القوري,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,BERKANE,BERKANE,2016-10-07,,,Mustapha El Qori,10
54,Mustapha Ziti,Ziti Mustapha,Mustapha,Ziti,مصطفى زيتي,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,FIGUIG,FIGUIG,2016-10-07,,,Mustapha Ziti,10
55,Abdellatif Rachid,Rachid Abdellatif,Abdellatif,Rachid,رشيد عبداللطيف,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,NOUACEUR,NOUACEUR,2016-10-07,,,Abdellatif Rachid,10
56,Mohamed Bouchnif,Bouchnif Mohamed,Mohamed,Bouchnif,محمد بوشنيف,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,BERRECHID,BERRECHID,2016-10-07,,,Mohamed Bouchnif,10
57,Saadeddine Othmani,Othmani Saadeddine,Saadeddine,Othmani,سعد الدين العثماني,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,MOHAMMADIA,MOHAMMADIA,2016-10-07,,,Saadeddine Othmani,10
58,Mustapha Elkhalfi,Elkhalfi Mustapha,Mustapha,Elkhalfi,مصطفى الخلفي,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,SIDI BENNOUR,SIDI BENNOUR,2016-10-07,,,Mustapha Elkhalfi,10
59,Hassan Elharis,Elharis Hassan,Hassan,Elharis,حسن الحارس,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,SETTAT,SETTAT,2016-10-07,,,Hassan Elharis,10
6,Mohamed Maayit,Maayit Mohamed,Mohamed,Maayit,محمد معايط,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,MOULAY RACHID,MOULAY RACHID,2016-10-07,,,Mohamed Maayit,10
60,Mohamed Benjelloul,Benjelloul Mohamed,Mohamed,Benjelloul,محمد بنجلول,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,BENSLIMANE,BENSLIMANE,2016-10-07,,,Mohamed Benjelloul,10
61,Abouzaid El Mokrie El Idrissi,El Mokrie El Idrissi Abouzaid,Abouzaid,El Mokrie El Idrissi,أبو زيد المقرئ الإدريسي,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,EL JADIDA,EL JADIDA,2016-10-07,,,Abouzaid El Mokrie El Idrissi,10
62,Mohamed Seddiki,Seddiki Mohamed,Mohamed,Seddiki,محمد صديقي,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,RABAT- MOUHET,RABAT,2016-10-07,,,Mohamed Seddiki,10
63,Abdellatif Benyaacoub,Benyaacoub Abdellatif,Abdellatif,Benyaacoub,عبداللطيف بن يعقوب,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,RABAT- MOUHET,RABAT,2016-10-07,,,Abdellatif Benyaacoub,10
64,Soulaimane Amrani,Amrani Soulaimane,Soulaimane,Amrani,سليمان العمراني,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,RABAT - CHELLAH,RABAT,2016-10-07,,,Soulaimane Amrani,10
65,Abderrahim Elkerraa,Elkerraa Abderrahim,Abderrahim,Elkerraa,عبدالرحيم لقراع,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,RABAT - CHELLAH,RABAT,2016-10-07,,,Abderrahim Elkerraa,10
66,Mohamed Zouitene,Zouitene Mohamed,Mohamed,Zouitene,محمد الزويتن,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,SALE - MEDINA,SALE,2016-10-07,,,Mohamed Zouitene,10
67,Jamaa Moatassim,Moatassim Jamaa,Jamaa,Moatassim,جامع المعتصم,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,SALE - MEDINA,SALE,2016-10-07,,,Jamaa Moatassim,10
68,Abdelkader Amara,Amara Abdelkader,Abdelkader,Amara,عبدالقادر عمارة,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,SALE AL JADIDA,SALE,2016-10-07,,,Abdelkader Amara,10
69,Youssef Gharbi,Gharbi Youssef,Youssef,Gharbi,يوسف غربي,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,SALE AL JADIDA,SALE,2016-10-07,,,Youssef Gharbi,10
7,Abdelmjid Joubij,Joubij Abdelmjid,Abdelmjid,Joubij,عبد المجيد جوبيح,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,BEN M'SICK,BEN M'SICK,2016-10-07,,,Abdelmjid Joubij,10
70,Aziz Rebbah,Rebbah Aziz,Aziz,Rebbah,عزيز رباح,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,KENITRA,KENITRA,2016-10-07,,,Aziz Rebbah,10
71,Mustapha Ibrahimi,Ibrahimi Mustapha,Mustapha,Ibrahimi,محمد الإبراهيمي,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,KENITRA,KENITRA,2016-10-07,,,Mustapha Ibrahimi,10
72,Sidi Hassan Behraoui,Behraoui Sidi Hassan,Sidi Hassan,Behraoui,سيدي حسن البحراوي,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,El GHARB,KENITRA,2016-10-07,,,Sidi Hassan Behraoui,10
73,Moh Rejdali,Rejdali Moh,Moh,Rejdali,موحى الرجدالي,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,SKHIRATE - TEMARA,SKHIRATE - TEMARA,2016-10-07,,,Moh Rejdali,10
74,Abdelaziz El Ayed,El Ayed Abdelaziz,Abdelaziz,El Ayed,عبد العزيز العايض,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,SKHIRATE - TEMARA,SKHIRATE - TEMARA,2016-10-07,,,Abdelaziz El Ayed,10
75,Ahmed Elhiqi,Elhiqi Ahmed,Ahmed,Elhiqi,أحمد الهيقي,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,SIDI KACEM,SIDI KACEM,2016-10-07,,,Ahmed Elhiqi,10
76,Mohamed Idaomar,Idaomar Mohamed,Mohamed,Idaomar,محمد إدعمار,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,TETOUAN,TETOUAN,2016-10-07,,,Mohamed Idaomar,10
77,Mohamed Najib Boulif,Najib Boulif Mohamed,Mohamed,Najib Boulif,محمد نجيب بوليف,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,TANGER-ASSILAH,TANGER-ASSILAH,2016-10-07,,,Mohamed Najib Boulif,10
78,Samir Abdelmoula,Abdelmoula Samir,Samir,Abdelmoula,سمير عبدالمولى,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,TANGER-ASSILAH,TANGER-ASSILAH,2016-10-07,,,Samir Abdelmoula,10
79,Mohamed Khayyi El Khamlichi,Khayyi El Khamlichi Mohamed,Mohamed,Khayyi El Khamlichi,محمد خيي الخمليشي,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,TANGER-ASSILAH,TANGER-ASSILAH,2016-10-07,,,Mohamed Khayyi El Khamlichi,10
8,Amina Maelainine,Maelainine Amina,Amina,Maelainine,أمينة ماء العينين,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,HAY HASSANI,HAY HASSANI,2016-10-07,,,Amina Maelainine,10
80,Mohamed Hamdaoui,Hamdaoui Mohamed,Mohamed,Hamdaoui,محمد الحمداوي,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,LARACHE,LARACHE,2016-10-07,,,Mohamed Hamdaoui,10
81,Mohamed Qarrouq,Qarrouq Mohamed,Mohamed,Qarrouq,محمد قروق,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,M'DIQ-FNIDEQ,M'DIQ-FNIDEQ,2016-10-07,,,Mohamed Qarrouq,10
82,Souad Boulaych Hejraoui,Boulaych Hejraoui Souad,Souad,Boulaych Hejraoui,سعاد بولعيش الحجراوي,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,FAHS-ANJRA,FAHS-ANJRA,2016-10-07,,,Souad Boulaych Hejraoui,10
83,Youssef Ait lhaj Lahcen,Ait lhaj Lahcen Youssef,Youssef,Ait lhaj Lahcen,يوسف آيت الحاج لحسن,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,GUELIZ - ANNAKHIL,MARRAKECH,2016-10-07,,,Youssef Ait lhaj Lahcen,10
84,Mohamed Larbi Belcaid,Larbi Belcaid Mohamed,Mohamed,Larbi Belcaid,محمد العربي بلقايد,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,MENARA,MARRAKECH,2016-10-07,,,Mohamed Larbi Belcaid,10
85,Mohamed Toufla,Toufla Mohamed,Mohamed,Toufla,محمد توفلة,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,MENARA,MARRAKECH,2016-10-07,,,Mohamed Toufla,10
86,Younes Benslimane,Benslimane Younes,Younes,Benslimane,يونس بنسليمان,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,EL MEDINA - SIDI YOUSSEF BEN ALI,MARRAKECH,2016-10-07,,,Younes Benslimane,10
87,Moulay Elbachir Toba,Toba Moulay Elbachir,Moulay Elbachir,Toba,مولاي البشير طوبا,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,EL MEDINA - SIDI YOUSSEF BEN ALI,MARRAKECH,2016-10-07,,,Moulay Elbachir Toba,10
88,Mourad Lkourch,Lkourch Mourad,Mourad,Lkourch,مراد الكرش,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,AL HAOUZ,AL HAOUZ,2016-10-07,,,Mourad Lkourch,10
89,Belid Aaloulal,Aaloulal Belid,Belid,Aaloulal,بلعيد أعولال,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,EL KELAA DES SRAGHNA,EL KELAA DES SRAGHNA,2016-10-07,,,Belid Aaloulal,10
9,Ahmed Jedar,Jedar Ahmed,Ahmed,Jedar,أحمد جدار,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,HAY HASSANI,HAY HASSANI,2016-10-07,,,Ahmed Jedar,10
90,Mouluod Mehria,Mehria Mouluod,Mouluod,Mehria,مولود مهرية,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,YOUSSOUFIA,YOUSSOUFIA,2016-10-07,,,Mouluod Mehria,10
91,Driss Temri,Temri Driss,Driss,Temri,إدريس الثمري,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,SAFI,SAFI,2016-10-07,,,Driss Temri,10
92,Hassan Adili,Adili Hassan,Hassan,Adili,حسن العديلي,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,SAFI,SAFI,2016-10-07,,,Hassan Adili,10
93,Hamza Soufi,Soufi Hamza,Hamza,Soufi,حمزة الصوفي,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,CHICHAOUA,CHICHAOUA,2016-10-07,,,Hamza Soufi,10
94,Abdelkhaled Elbasri,Elbasri Abdelkhaled,Abdelkhaled,Elbasri,عبد الخاليد البصري,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,REHAMNA,REHAMNA,2016-10-07,,,Abdelkhaled Elbasri,10
95,Abdellatif Elaaidi,Elaaidi Abdellatif,Abdellatif,Elaaidi,عبداللطيف العيدي,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,ESSAOUIRA,ESSAOUIRA,2016-10-07,,,Abdellatif Elaaidi,10
96,Ahmed Rachidi,Rachidi Ahmed,Ahmed,Rachidi,احمد رشيدي,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,IFRANE,IFRANE,2016-10-07,,,Ahmed Rachidi,10
97,Mohamed Drissi,Drissi Mohamed,Mohamed,Drissi,محمد دريسي,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,BOULEMANE,BOULEMANE,2016-10-07,,,Mohamed Drissi,10
98,Mohamed Hefiani,Hefiani Mohamed,Mohamed,Hefiani,محمد الحفياني,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,SIDI SLIMANE,SIDI SLIMANE,2016-10-07,,,Mohamed Hefiani,10
99,Mohamed Taouil,Taouil Mohamed,Mohamed,Taouil,محمد الطويل,Parti de la Justice et du Développement,PJD,حزب العدالة والتنمية,National,Liste Nationale,2016-10-07,,,Mohamed Taouil,10
