id,label,description,type
Q735575,Prime Minister of Pakistan,position,cabinet
Q5261070,Deputy Prime Minister of Pakistan,"",cabinet
Q6866210,Minister of Information and Broadcasting,in Pakistan,cabinet
Q23766516,Minister of Petroleum and Natural Resources,Cabinet position in Pakistan,cabinet
Q5251233,Defence Minister of Pakistan,"",cabinet
Q5449546,Finance Minister of Pakistan,"",cabinet
Q20760546,Member of the National Assembly of Pakistan,"",self
Q6508554,Leader of the Opposition,parliamentary position in Pakistan,self
