id,name,photo,constituency,party,party_id,source,email,birth_date,term
5349,Maxwell Muma Kabanda,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/kabanda%252C_maxwell_m.jpg?itok=mafDt6f2,Serenje,Movement for Multi-Party Democracy,MMD,http://www.parliament.gov.zm/node/5349,"",1956-01-20,2016
